icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,geo_altitude,squawk,spi,position_source,extra_col_0,temperature,humidity,wind_speed,city,latitude,longitude,distance,delayed
a5320b,ASA931  ,United States,1730559842.0,1730559843,-119.6773,34.569,9448.8,False,261.82,131.02,0.0,,9631.68,3602.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,143.87152658404136,0
c0460c,PSC586  ,Canada,1730559841.0,1730559841,-67.1576,47.5046,4785.36,False,126.05,269.3,0.0,,4709.16,3152.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,931.9937169547134,0
abc504,SWA3966 ,United States,1730559843.0,1730559843,-79.9918,33.8037,7947.66,False,205.88,265.56,1.95,,8359.14,,False,0,13.12,49,6.69,New York,40.7128,-74.006,932.1472156483816,0
a29559,CXK1037 ,United States,1730559842.0,1730559842,-73.014,40.6779,487.68,False,48.11,221.53,-0.33,,556.26,,False,0,13.12,49,6.69,New York,40.7128,-74.006,83.93428697797098,0
a59eeb,OPT461  ,United States,1730559843.0,1730559843,-81.7557,32.3775,7018.02,False,175.59,275.04,9.43,,7399.02,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1155.2253890317518,0
ab38f1,N822GT  ,United States,1730559839.0,1730559839,-89.6799,43.3997,1097.28,False,66.57,225.31,0.0,,1181.1,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,238.4012625192114,0
34558e,AEA055  ,Spain,1730559842.0,1730559842,-5.2225,41.4627,6697.98,False,235.32,302.68,5.2,,6949.44,2653.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5618.3419858659745,0
a3a2c2,N333UM  ,United States,1730559680.0,1730559680,-83.894,42.0359,365.76,False,41.37,259.25,-0.98,,487.68,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,310.19287810114827,0
896114,UAE357  ,United Arab Emirates,1730559842.0,1730559842,80.3409,11.6177,10363.2,False,260.5,295.25,0.0,,10972.8,,False,0,13.12,49,6.69,New York,40.7128,-74.006,13641.332751151333,1
4891ac,ENT4402 ,Poland,1730559842.0,1730559842,26.8726,35.9071,10972.8,False,220.72,335.05,0.0,,11262.36,6457.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8307.247534356004,1
4891ab,ENT93MB ,Poland,1730559842.0,1730559843,-6.1255,37.2585,11887.2,False,233.56,216.49,-0.33,,12192.0,6722.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5744.162996782674,1
ab8862,DAL934  ,United States,1730559843.0,1730559843,-103.6276,40.6476,10668.0,False,281.87,62.5,0.33,,10866.12,7262.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1345.5867374773309,1
4891b9,ENT4007 ,Poland,1730559843.0,1730559843,28.7025,39.2198,12496.8,False,235.8,151.03,0.0,,12793.98,5634.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8198.078055431668,1
4006c0,BAW15K  ,United Kingdom,1730559842.0,1730559843,-4.4153,52.0466,10972.8,False,261.48,282.61,-0.33,,11430.0,1257.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5284.652616472146,1
4891b6,ENT448  ,Poland,1730559842.0,1730559842,25.3461,36.9478,10812.78,False,236.16,299.64,4.88,,11140.44,2031.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8128.195003843878,1
7c6bbf,JST30   ,Australia,1730559818.0,1730559818,101.4022,11.4417,9349.74,False,260.07,170.09,5.2,,9959.34,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,13464.2659273736,0
392a08,FGKQI   ,France,1730559843.0,1730559843,3.68,45.6104,1859.28,False,66.75,276.19,-1.95,,2026.92,,False,0,13.12,49,6.69,New York,40.7128,-74.006,6088.005791876688,0
ac3eba,SWA2172 ,United States,1730559842.0,1730559843,-103.1701,31.0122,11277.6,False,253.03,109.72,0.0,,11727.18,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1454.1259880053692,1
aa18b2,N75LH   ,United States,1730559841.0,1730559841,-77.479,41.0605,2918.46,False,104.43,53.41,0.0,,3009.9,6766.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,295.216898695047,0
a365b7,DAL2706 ,United States,1730559842.0,1730559842,-82.1937,31.1683,10972.8,False,230.96,192.09,0.0,,11567.16,3544.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1283.5900110539997,1
758595,GAP2880 ,Philippines,1730559842.0,1730559843,121.584,13.3019,4876.8,False,182.08,325.59,-0.33,,5242.56,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,11807.615940916668,0
ab885c,N842MB  ,United States,1730559843.0,1730559843,-77.3616,39.361,3528.06,False,208.25,52.93,-0.33,,3672.84,7065.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,323.3092025352969,0
484442,KLM26F  ,Kingdom of the Netherlands,1730559749.0,1730559749,4.7658,52.3037,,True,7.72,312.19,,,,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5872.825243520943,0
43c9aa,TPCLIFFE,United Kingdom,1730559842.0,1730559842,-1.3923,54.2075,-129.54,False,0.0,0.0,0.0,,83.82,672.0,True,0,13.12,49,6.69,New York,40.7128,-74.006,5416.554629841737,0
484444,KLM129  ,Kingdom of the Netherlands,1730559842.0,1730559842,2.9203,43.7701,11277.6,False,234.73,177.99,0.0,,11643.36,3172.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6120.343736650593,1
485778,KLM44E  ,Kingdom of the Netherlands,1730559842.0,1730559843,6.824,52.809,6743.7,False,192.8,249.05,-7.8,,7063.74,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5982.4867159960395,0
43c9ab,KRNEWTON,United Kingdom,1730559796.0,1730559797,-3.3894,55.878,83.82,False,22.66,230.53,-3.9,,274.32,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5247.917351204611,0
4b0290,SWR4LT  ,Switzerland,1730559843.0,1730559843,10.6597,47.7804,8641.08,False,214.23,260.74,-7.15,,9075.42,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6462.943613315272,0
a9b375,N724LU  ,United States,1730559841.0,1730559841,-78.4136,37.4211,1546.86,False,65.07,78.6,0.0,,1623.06,,False,0,13.12,49,6.69,New York,40.7128,-74.006,528.1114907384551,0
40693a,GCHWN   ,United Kingdom,1730559803.0,1730559803,-1.2524,51.1921,91.44,False,22.92,99.04,-0.33,,304.8,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5521.707548296446,0
a0f2c6,N160ME  ,United States,1730559821.0,1730559835,-116.8299,43.5269,2004.06,False,62.76,79.61,-1.95,,1943.1,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1058.9060310146792,0
ad78b6,N9671V  ,United States,1730559842.0,1730559842,-86.0385,31.8714,335.28,False,43.25,243.13,0.33,,411.48,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1119.4691001474778,0
4891a6,ENT7936 ,Poland,1730559842.0,1730559842,22.6732,47.7553,10363.2,False,187.61,320.9,0.0,,10622.28,2374.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,7240.194427918965,1
4b0294,SWR5DA  ,Switzerland,1730559843.0,1730559843,11.0926,47.6456,9753.6,False,228.46,275.56,0.0,,10187.94,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6498.684123681133,0
0d0cd9,VOI3222 ,Mexico,1730559837.0,1730559842,-111.6954,28.1188,8580.12,True,256.1,135.49,0.0,,,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,906.8245115258829,0
43c9b3,TPCLIFFE,United Kingdom,1730559833.0,1730559833,-1.3784,54.2105,-129.54,False,0.0,0.0,0.0,,45.72,7255.0,True,0,13.12,49,6.69,New York,40.7128,-74.006,5417.340917363147,0
abbe24,CFS8692 ,United States,1730559842.0,1730559842,-121.9777,45.1206,3619.5,False,84.05,129.54,2.6,,3528.06,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1269.6796734590384,0
a9c66a,EJA729  ,United States,1730559782.0,1730559840,-93.756,30.3911,12184.38,False,210.09,293.68,0.33,,12771.12,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1387.7983877880931,1
a7105f,N554XL  ,United States,1730559842.0,1730559842,-88.6863,42.7435,990.6,False,35.72,191.63,-1.63,,1059.18,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,129.71974151858126,0
3ffa9b,DMHZB   ,Germany,1730559842.0,1730559842,9.2903,50.2533,609.6,False,45.48,232.35,-0.33,,,,False,0,13.12,49,6.69,New York,40.7128,-74.006,6252.272805442207,0
a9b33b,ECJ72   ,United States,1730559842.0,1730559842,-72.1167,42.2671,2270.76,False,149.02,71.06,-5.53,,2286.0,6001.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,233.8506231236084,0
ac2ba0,SWA3327 ,United States,1730559842.0,1730559842,-79.7517,26.2444,3444.24,False,177.69,53.59,4.88,,3634.74,1111.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1690.2316021499105,0
acf849,AAL1613 ,United States,1730559813.0,1730559838,-78.3714,25.0909,9159.24,False,240.69,113.83,7.15,,9700.26,1377.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1779.3776122010336,0
151e62,NWS284  ,Russian Federation,1730559842.0,1730559842,27.1493,60.1273,10058.4,False,229.75,79.42,-0.33,,,6626.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6744.899390308301,1
a96376,N704AM  ,United States,1730559841.0,1730559842,-83.3708,36.36,1264.92,False,66.9,1.32,-0.65,,1341.12,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,714.5711774480116,0
151e65,NWS1402 ,Russian Federation,1730558137.0,1730559837,50.1505,52.2314,10972.8,False,199.35,314.58,0.0,,10767.06,,False,0,13.12,49,6.69,New York,40.7128,-74.006,8387.963066082346,1
151e66,NWS333  ,Russian Federation,1730559724.0,1730559775,57.4211,57.8466,10668.0,False,254.15,99.67,0.33,,10126.98,742.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8187.063780000477,1
a41e94,UAL1198 ,United States,1730559842.0,1730559842,-88.0313,41.403,5189.22,False,191.08,195.46,3.9,,5341.62,6524.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,62.4769903847042,0
a2e57e,ENY4262 ,United States,1730559842.0,1730559843,-100.9575,32.5349,10363.2,False,209.98,264.09,0.0,,10789.92,1606.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1569.762214677549,1
ab8880,AAL1915 ,United States,1730559842.0,1730559842,-93.5736,33.7553,11887.2,False,267.47,70.8,0.0,,12382.5,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1041.8062163240952,1
acf846,ASA282  ,United States,1730559842.0,1730559842,-116.3449,33.4215,8595.36,False,235.48,49.87,5.85,,8740.14,2462.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,189.35120879297844,0
ab6229,SWA161  ,United States,1730559702.0,1730559702,-118.4003,33.9466,,True,1.03,216.56,,,,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,18.614883687965747,0
ac45d5,FDX5030 ,United States,1730559841.0,1730559842,3.1,48.8084,4815.84,False,188.52,302.52,-4.55,,5120.64,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5905.831699427406,0
a1629d,FDX871  ,United States,1730559841.0,1730559842,-93.3911,39.0126,11285.22,False,236.36,148.8,0.0,,11650.98,6075.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,583.008645334027,1
3991e4,AFR22UU ,France,1730559843.0,1730559843,2.6643,48.7351,5455.92,False,191.77,214.29,12.35,,5791.2,7603.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5879.254227447619,0
3991e6,AFR28QJ ,France,1730559843.0,1730559843,10.8302,43.1787,10668.0,False,220.43,159.37,-0.33,,11140.44,7656.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6717.882037481548,1
3991e5,AFR94FH ,France,1730559842.0,1730559842,11.109,60.1877,,True,7.2,16.88,,,,262.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5939.407539597865,0
a41242,CXK245  ,United States,1730559838.0,1730559838,-86.3616,36.2158,457.2,False,47.49,50.27,-3.25,,525.78,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,638.1012456303963,0
3991e0,AFR4144 ,France,1730559842.0,1730559842,2.614,48.9991,312.42,False,74.89,84.88,12.35,,464.82,7634.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5864.843310158044,0
ac7b1b,JBU861  ,United States,1730559842.0,1730559842,-69.6132,41.005,7856.22,False,264.28,138.71,5.53,,8084.82,7345.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,371.7548433540058,0
a12709,UAL2070 ,United States,1730559841.0,1730559842,-81.0239,32.0069,11277.6,False,238.9,24.96,0.0,,11871.96,100.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1152.3155546051855,1
3991e2,AFR1855 ,France,1730559843.0,1730559843,1.4629,42.6668,10980.42,False,246.29,351.11,0.33,,11323.32,5563.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6066.356784709633,1
abb205,2773    ,United States,1730559822.0,1730559822,-73.9908,24.6874,11277.6,False,239.72,138.13,0.0,,11871.96,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1777.252678594432,1
3991e1,AFR38TB ,France,1730559843.0,1730559843,2.277,48.9771,1135.38,False,100.7,85.02,-6.83,,1310.64,1442.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5842.848146594217,0
ad1857,ASA437  ,United States,1730559842.0,1730559842,-116.8429,44.8567,10972.8,False,221.37,300.44,0.0,,10873.74,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1205.5570118700932,1
3991e7,AFR27QQ ,France,1730559842.0,1730559842,-8.8415,39.2217,4953.0,False,170.21,221.45,-4.55,,5173.98,7643.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5436.503412655832,0
3991e9,AFR1294 ,France,1730559842.0,1730559843,4.5907,49.2643,9121.14,False,220.6,71.65,6.83,,9578.34,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5987.055984374864,0
ac3ee9,SWA1724 ,United States,1730559842.0,1730559842,-98.435,30.835,4914.9,False,192.82,126.32,-10.08,,5166.36,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1559.989341972841,0
ac2bb8,ASH6210 ,United States,1730559842.0,1730559842,-77.3622,38.7009,784.86,False,104.06,194.31,0.0,,876.3,1377.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,364.28453106743814,0
a770f3,VNT579  ,United States,1730559842.0,1730559842,-84.5943,33.5194,3238.5,False,160.32,176.32,11.38,,3413.76,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,965.4064318824842,0
151e57,PBD836  ,Russian Federation,1730559602.0,1730559602,37.2779,55.6071,,True,1.03,47.81,,,,,False,0,13.12,49,6.69,New York,40.7128,-74.006,7525.541540561792,0
ac952b,WWI91   ,United States,1730559841.0,1730559842,-119.4157,35.7466,11582.4,False,197.0,331.96,-0.33,,11719.56,7271.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,216.34943787963184,1
a42569,TFF936  ,United States,1730559842.0,1730559842,-78.6254,40.9931,12192.0,False,197.83,278.83,0.0,,12496.8,3354.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,390.7120793163085,1
a3c8cb,DAL961  ,United States,1730559841.0,1730559842,-96.9135,33.0222,1653.54,False,127.07,0.0,-8.13,,1729.74,4177.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1279.2967237263513,0
ad185f,DAL3057 ,United States,1730559843.0,1730559843,-84.4251,33.6447,,True,9.26,90.0,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,956.2752335194942,0
a6c800,N536PD  ,United States,1730559841.0,1730559842,-73.8893,40.9731,175.26,False,47.79,194.34,0.0,,243.84,171.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,30.536036880610535,0
acf84e,DAL2837 ,United States,1730559843.0,1730559843,-83.8324,35.9332,10058.4,False,234.2,166.15,0.0,,10546.08,2332.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,737.3946310241663,1
ad9b28,AAL2310 ,United States,1730559638.0,1730559649,-109.2258,35.1529,11079.48,False,202.55,229.64,-4.88,,11300.46,4132.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,835.8484429684489,1
ac8217,DAL2229 ,United States,1730559842.0,1730559843,-105.606,42.6106,10668.0,False,258.67,69.51,-0.65,,10774.68,3322.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1454.3245465963057,1
a900e9,N68AL   ,United States,1730559838.0,1730559838,-86.9307,40.4136,,True,5.92,50.62,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,172.9057012251612,0
a0428a,AAL2    ,United States,1730559842.0,1730559842,-117.2023,34.6921,8999.22,False,227.78,49.76,1.95,,9090.66,2073.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,119.22114477798034,0
847183,NCA263  ,Japan,1730559840.0,1730559840,113.5185,7.218,12192.0,False,243.03,233.35,-0.33,,12999.72,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,12912.813358676567,1
4006ee,EXS5BP  ,United Kingdom,1730559843.0,1730559843,-0.6879,51.1805,10370.82,False,219.24,14.82,0.0,,10820.4,5337.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5559.621928813331,1
a8f3d2,WUP676  ,United States,1730559842.0,1730559843,-78.2347,34.7046,8526.78,False,220.23,218.07,0.65,,8945.88,3407.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,763.7797054372558,0
3ffa87,DMIPL   ,Germany,1730559842.0,1730559843,6.5438,51.4314,373.38,False,51.26,211.46,-0.33,,,7000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6022.46971264553,0
a41e74,UAL1419 ,United States,1730559842.0,1730559842,-95.8275,30.7287,10363.2,False,215.48,245.45,0.0,,10881.36,7176.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1438.0452345105482,1
aa40f5,N76UD   ,United States,1730559586.0,1730559586,-90.6993,42.4007,,True,0.51,222.19,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,260.2931632635879,0
a8f3d5,MTU76   ,United States,1730559843.0,1730559843,-86.2796,36.1311,952.5,False,51.61,265.43,0.98,,1043.94,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,648.6123308577507,0
ab12cc,,United States,1730559810.0,1730559823,-79.2581,26.7768,2461.26,False,88.03,315.0,0.0,,,1302.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1619.7163992758499,0
ab6247,SWA2259 ,United States,1730559710.0,1730559711,-121.5989,38.8332,769.62,False,98.26,180.6,-5.53,,746.76,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,609.7630956736853,0
a1b247,N2081S  ,United States,1730559843.0,1730559843,-71.7061,42.4376,701.04,False,56.32,140.93,1.63,,754.38,,False,0,13.12,49,6.69,New York,40.7128,-74.006,271.0662290034153,0
151e5d,PBD764  ,Russian Federation,1730559841.0,1730559841,42.3899,45.1518,1386.84,False,79.94,301.85,-1.95,,1386.84,,False,0,13.12,49,6.69,New York,40.7128,-74.006,8585.307612376544,0
758550,APG316  ,Philippines,1730559842.0,1730559842,120.9533,14.472,327.66,False,66.11,60.64,-3.58,,381.0,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,11771.428278574676,0
abb222,SWA212  ,United States,1730559762.0,1730559762,-110.0313,40.7923,11887.2,False,236.24,98.64,0.0,,11971.02,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1042.1172269342721,1
a39b56,UPS5837 ,United States,1730559842.0,1730559842,-96.5994,43.5778,11285.22,False,260.63,118.79,-0.33,,11460.48,3156.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,758.0578173352993,1
a52b00,N432ER  ,United States,1730559842.0,1730559842,-88.4838,42.3378,914.4,False,54.74,306.98,-2.93,,1036.32,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,87.15737573783092,0
485734,HHE60A  ,Kingdom of the Netherlands,1730559842.0,1730559842,4.749,53.0493,457.2,False,76.67,319.9,0.0,,647.7,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5842.645305659166,0
a96f9c,,United States,1730559842.0,1730559842,-78.6266,37.3561,1546.86,False,64.34,88.17,-0.33,,1638.3,,False,0,13.12,49,6.69,New York,40.7128,-74.006,546.5833507554789,0
a34bdc,EDV4939 ,United States,1730559842.0,1730559842,-84.2891,40.1995,10058.4,False,260.75,64.9,0.0,,10408.92,7574.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,337.0917310568004,1
40697b,BAW603  ,United Kingdom,1730559843.0,1730559843,12.3981,45.6465,10363.2,False,231.26,297.71,0.0,,10828.02,7227.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6692.066944936535,1
ac2bd4,ASH6155 ,United States,1730559843.0,1730559843,-95.8312,30.2121,2400.3,False,116.64,172.91,0.0,,2529.84,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1488.8323907810905,0
4784c2,NOZ82Y  ,Norway,1730559842.0,1730559842,1.0446,52.3299,11277.6,False,230.35,223.46,0.0,,11734.8,2233.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5632.865587417375,1
ac2bd9,ASH6092 ,United States,1730559841.0,1730559842,-96.7516,32.1329,6294.12,False,181.55,161.67,6.5,,6598.92,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1350.5577981443223,0
344216,AEA14FV ,Spain,1730559842.0,1730559842,2.5222,40.2075,5791.2,False,192.92,163.74,0.0,,6027.42,6375.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6267.659118813453,0
344217,AEA97WR ,Spain,1730559842.0,1730559843,-3.7319,42.724,11300.46,False,234.57,353.45,1.95,,11605.26,4603.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5676.0385378411565,1
345543,ANE001  ,Spain,1730559842.0,1730559842,0.3885,39.3361,6400.8,False,209.93,97.04,0.0,,6621.78,6321.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6149.774666894319,0
ab0032,WUP808  ,United States,1730559782.0,1730559783,-79.6511,43.693,30.48,True,1.8,317.81,,,,3253.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,571.5650848285418,0
adc972,CXK578  ,United States,1730559799.0,1730559799,-76.0776,38.7898,-15.24,False,44.23,123.14,-3.58,,167.64,6352.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,277.6641217808097,0
0d0d91,AMX372  ,Mexico,1730559593.0,1730559593,-97.3565,17.3372,11879.58,False,236.39,110.64,0.0,,12618.72,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,2786.115791691815,1
a12732,UAL1546 ,United States,1730559842.0,1730559842,-95.8898,30.4313,11582.4,False,211.82,287.82,-0.33,,12138.66,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1469.9292300591069,1
a12733,UAL654  ,United States,1730559842.0,1730559843,-81.3658,31.51,9753.6,False,229.15,213.37,-0.33,,10302.24,1626.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1216.2264954540867,0
43eaae,GMA571  ,United Kingdom,1730559842.0,1730559842,2.9375,48.7627,13106.4,False,260.31,323.36,0.0,,13487.4,6765.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5896.704186190807,1
aaff8a,N80790  ,United States,1730559842.0,1730559842,-88.5244,41.5696,792.48,False,46.84,128.76,0.0,,838.2,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,81.94483549157957,0
3c6506,DLH622  ,Germany,1730559841.0,1730559841,31.9076,32.8177,11277.6,False,246.97,141.17,0.0,,11498.58,7710.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8881.621176336967,1
a12735,UAL446  ,United States,1730559843.0,1730559843,-78.3057,40.9548,10363.2,False,197.99,279.12,0.0,,10675.62,6661.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,363.6204263880692,1
a04daf,N119AN  ,United States,1730559841.0,1730559842,-78.3005,42.9766,792.48,False,63.89,356.77,-1.3,,868.68,,False,0,13.12,49,6.69,New York,40.7128,-74.006,436.291757891593,0
ab73f5,SKW3784 ,United States,1730559842.0,1730559842,-84.5339,42.9728,5966.46,False,216.63,124.75,-8.13,,6096.0,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,282.28805553174243,0
abbce5,SWA2142 ,United States,1730559843.0,1730559843,-111.6368,33.963,6248.4,False,215.36,37.53,14.63,,6362.7,1521.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,610.2968738821912,0
a0b7b8,UAL2005 ,United States,1730559842.0,1730559843,-88.9081,42.161,7284.72,False,186.81,268.42,8.13,,7498.08,1333.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,110.43897297347716,0
a9154e,N6846S  ,United States,1730559843.0,1730559843,-100.093,44.4846,1181.1,False,81.36,166.84,0.0,,1181.1,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1052.6244386779354,0
151da8,AFL1862 ,Russian Federation,1730559595.0,1730559596,43.8502,40.4995,4320.54,False,124.44,212.51,-5.85,,4480.56,1511.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,9042.862145273426,0
a0b7b6,UAL1830 ,United States,1730559842.0,1730559842,-103.3649,40.1838,8846.82,False,266.84,67.44,0.33,,9052.56,1043.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1334.6290062153373,0
ad665b,N9623F  ,United States,1730559842.0,1730559842,-74.0347,40.7729,114.3,False,30.77,308.21,0.0,,167.64,333.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,7.100619433801202,0
a08a06,N13394  ,United States,1730559842.0,1730559842,-76.2801,39.5684,335.28,False,43.81,105.67,-0.65,,411.48,1200.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,231.72768994910666,0
abc3c6,SWA3866 ,United States,1730559842.0,1730559842,-81.3029,29.0115,4785.36,False,202.0,354.74,13.98,,5036.82,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1458.2008405885208,0
3cc803,PWF434  ,Germany,1730559842.0,1730559842,9.3919,49.4819,8542.02,False,149.47,5.93,0.33,,8938.26,6754.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6295.375589568253,0
ad6652,CAP1929 ,United States,1730559806.0,1730559806,-71.5225,42.4519,60.96,False,28.34,15.8,-1.95,,137.16,,False,0,13.12,49,6.69,New York,40.7128,-74.006,283.168781696111,0
ad4c2a,AAL1206 ,United States,1730559842.0,1730559842,-87.4514,35.9996,10363.2,False,210.3,242.62,0.0,,10812.78,1513.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,652.7817007111377,1
ad4010,N953CT  ,United States,1730559842.0,1730559842,-111.9208,40.0159,2316.48,False,48.94,257.86,0.98,,2263.14,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,868.1123338512665,0
aaff9a,VTE6804 ,United States,1730559842.0,1730559842,-83.0021,35.1212,7383.78,False,195.67,265.17,10.08,,7757.16,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,851.45123174694,0
a16db9,AAL1955 ,United States,1730559842.0,1730559842,-80.262,26.6898,556.26,False,81.93,93.24,-0.33,,609.6,5754.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1658.813313206694,0
a962c9,N7035Q  ,United States,1730559682.0,1730559699,-111.2157,32.4276,914.4,False,39.62,307.61,-1.95,,906.78,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,679.1692845450017,0
