icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,geo_altitude,squawk,spi,position_source,extra_col_0,temperature,humidity,wind_speed,city,latitude,longitude,distance,delayed
a4dc0d,N412FB  ,United States,1730559842.0,1730559842,-80.1392,39.9904,1089.66,False,50.16,21.04,-0.33,,1173.48,,False,0,13.12,49,6.69,New York,40.7128,-74.006,527.0661977730456,0
a50329,PJC22   ,United States,1730559842.0,1730559842,-80.7117,31.5988,13106.4,False,215.45,176.44,-0.33,,13700.76,2733.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1176.742071669972,1
a310bb,AAY8075 ,United States,1730559842.0,1730559842,-100.8045,32.5846,11582.4,False,209.23,250.76,0.0,,12024.36,5765.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1555.7265375090965,1
a1d0cc,N216LF  ,United States,1730559842.0,1730559842,-69.9773,18.5136,350.52,False,40.97,277.21,-0.98,,297.18,,False,0,13.12,49,6.69,New York,40.7128,-74.006,2490.8345493675,0
ad1e6b,PLZ4384 ,United States,1730559838.0,1730559838,-68.6909,45.6612,320.04,False,44.4,280.01,-2.28,,342.9,,False,0,13.12,49,6.69,New York,40.7128,-74.006,698.8797347104608,0
e48985,GLO9007 ,Brazil,1730559762.0,1730559762,-45.0818,-23.2971,9136.38,False,248.09,77.06,-10.08,,9845.04,,False,0,13.12,49,6.69,New York,40.7128,-74.006,7692.840160687533,0
ac52e2,SWA1741 ,United States,1730559841.0,1730559842,-111.8426,33.5004,2293.62,False,144.56,0.41,17.88,,2301.24,4106.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,595.9603247215346,0
a9cc41,NKS419  ,United States,1730559842.0,1730559843,-101.3463,32.1149,10668.0,False,261.33,81.97,0.0,,11125.2,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1590.3224015519695,1
add667,AAL2030 ,United States,1730559842.0,1730559842,-85.2203,37.1767,10972.8,False,205.48,248.25,0.0,,11422.38,2227.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,561.5173370093371,1
a8a017,JBU2462 ,United States,1730559842.0,1730559842,-77.7359,35.1321,10668.0,False,238.28,15.66,0.0,,11163.3,2157.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,700.7082714752444,1
abdcfd,ASH6025 ,United States,1730559842.0,1730559842,-80.3927,39.5943,8229.6,False,248.9,94.98,-0.33,,8549.64,7420.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,558.0134853360216,0
c04af4,JZA331  ,Canada,1730559842.0,1730559842,-111.198,51.4486,11574.78,False,224.43,271.97,-0.33,,11384.28,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,2014.4687943291146,1
ac03ee,ASH6122 ,United States,1730559843.0,1730559843,-94.6033,33.9792,9265.92,False,206.1,249.39,-8.78,,9669.78,7745.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1068.9720773008373,0
a2c8b5,JBU716  ,United States,1730559842.0,1730559842,-73.9669,42.7735,8839.2,False,274.39,103.33,-0.33,,8999.22,4177.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,228.9015730698176,0
ad734a,JBU1270 ,United States,1730559817.0,1730559834,-78.6642,29.3562,10668.0,False,231.82,7.27,0.0,,11269.98,1144.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1329.1338235497633,1
a0be36,N147RP  ,United States,1730559731.0,1730559739,-80.4979,35.6222,457.2,False,78.92,334.1,-2.28,,464.82,,False,0,13.12,49,6.69,New York,40.7128,-74.006,801.3703968133643,0
a1951b,N2005S  ,United States,1730559842.0,1730559842,-78.2811,42.4294,922.02,False,43.47,230.28,0.33,,967.74,,False,0,13.12,49,6.69,New York,40.7128,-74.006,404.2632125768526,0
a6104f,N490CE  ,United States,1730559842.0,1730559842,-89.4746,43.7503,1569.72,False,73.75,4.0,0.0,,1630.68,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,256.92898548070633,0
48ad08,LOT7ED  ,Poland,1730559841.0,1730559842,17.9974,44.8362,7886.7,False,224.15,176.71,-21.13,,8252.46,1731.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,7115.676487741132,0
49d508,OKPHE   ,Czech Republic,1730559842.0,1730559842,-7.2166,39.228,10363.2,False,212.66,22.47,0.0,,10629.9,4741.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5564.267775317297,1
a670da,N514FT  ,United States,1730559843.0,1730559843,-94.6288,38.9514,4198.62,False,171.46,25.03,14.63,,4343.4,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,676.8104663334907,0
a13ebe,N18EG   ,United States,1730559842.0,1730559843,-81.5472,39.3335,4419.6,False,113.46,120.52,1.3,,4533.9,6523.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,587.0401243217462,0
48ad03,LOT3HD  ,Poland,1730559842.0,1730559843,20.9601,51.9939,1493.52,False,130.17,142.22,-3.25,,1615.44,6560.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6883.412878577075,0
a145b7,EDV4976 ,United States,1730559842.0,1730559842,-81.0751,40.2408,10363.2,False,217.75,272.03,0.0,,10713.72,2752.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,580.0311686214313,1
a8634c,N64EF   ,United States,1730559843.0,1730559843,-71.0387,42.9646,525.78,False,29.12,342.53,5.2,,571.5,,False,0,13.12,49,6.69,New York,40.7128,-74.006,351.0914311720992,0
abe3e6,SWA1040 ,United States,1730559842.0,1730559842,-86.7916,35.5216,10934.7,False,233.01,169.96,-4.88,,11422.38,3502.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,709.3812398175338,1
48ad00,LOT7RM  ,Poland,1730559842.0,1730559843,22.2553,53.5008,9022.08,False,192.66,24.79,4.88,,9067.8,563.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6871.7819832591895,0
a8bf91,NCR656  ,United States,1730559843.0,1730559843,-109.3324,52.9591,10668.0,False,253.98,128.01,0.0,,10401.3,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,2035.71719321985,1
a05b35,AZY422  ,United States,1730559842.0,1730559842,-80.2933,26.0602,487.68,False,66.2,50.99,-0.65,,556.26,4514.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1725.9762542466437,0
485d31,PHMLW   ,Kingdom of the Netherlands,1730559842.0,1730559842,5.1108,53.0916,701.04,False,58.79,105.74,-0.65,,891.54,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5863.740611856804,0
a1a8d7,N206FN  ,United States,1730559843.0,1730559843,-84.2583,39.3882,731.52,False,52.61,351.0,0.0,,800.1,1200.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,397.1826968087852,0
347555,PUE221  ,Spain,1730559842.0,1730559843,-11.2438,39.2574,10668.0,False,225.07,248.13,0.0,,11056.62,2610.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5244.588567944338,1
ab80f4,DAL109  ,United States,1730559713.0,1730559714,-59.5771,43.8856,9753.6,False,196.78,255.31,0.0,,9890.76,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1239.0486178735187,0
a86f8b,N64238  ,United States,1730559839.0,1730559839,-82.1554,28.8446,1950.72,False,48.38,351.44,0.33,,2095.5,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1511.5430181913603,0
aab0de,SWA2184 ,United States,1730559820.0,1730559838,-84.433,33.6376,,True,0.06,78.75,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,956.8273162243918,0
78029e,CSS155  ,China,1730559842.0,1730559843,87.9136,22.7114,10363.2,False,250.6,273.88,0.0,,10965.18,3117.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,12739.151364585183,1
ad23f4,CFS8690 ,United States,1730559843.0,1730559843,-123.1114,44.4153,2750.82,False,81.98,194.91,0.0,,2697.48,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1224.2686317664984,0
ad7f96,SWA4092 ,United States,1730559843.0,1730559843,-77.612,38.9922,7475.22,False,203.46,253.4,11.7,,7772.4,553.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,362.8920233894041,0
34620b,VLG44M  ,Spain,1730559725.0,1730559729,-0.5852,38.286,60.96,False,64.79,100.06,-3.25,,167.64,115.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6128.1987802094745,0
ac5378,ASH6243 ,United States,1730559842.0,1730559842,-95.8736,31.4297,8846.82,False,229.68,351.89,5.85,,9273.54,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1372.358546924988,0
a0c521,FDL49   ,United States,1730559842.0,1730559842,-73.0948,40.8101,220.98,False,55.8,124.86,-3.25,,281.94,,False,0,13.12,49,6.69,New York,40.7128,-74.006,77.69435340660462,0
a06e71,RPA4713 ,United States,1730559842.0,1730559842,-77.662,39.4706,9753.6,False,211.22,239.56,0.33,,10119.36,3043.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,340.89131646215185,0
a3e8b9,N351CC  ,United States,1730559842.0,1730559842,-79.929,25.6696,746.76,False,99.4,267.33,-1.63,,815.34,3402.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1756.3265179984478,0
a3b09a,JBU1291 ,United States,1730559842.0,1730559842,-80.8839,34.5383,11582.4,False,212.35,206.32,-0.33,,12092.94,2243.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,914.9478449567459,1
a98f79,JRE715  ,United States,1730559842.0,1730559842,-76.2669,37.3134,13716.0,False,185.13,198.13,0.0,,14135.1,3406.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,425.12364798529455,1
49d529,WEY22F  ,Czech Republic,1730559842.0,1730559843,-9.3931,38.8235,906.78,False,50.73,353.6,-0.33,,1005.84,1367.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5410.744230501027,0
3c496d,TUI4MN  ,Germany,1730559842.0,1730559843,21.3926,42.4062,12496.8,False,237.64,136.67,0.0,,12877.8,7707.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,7493.503247544934,1
3d3c1f,DEVAD   ,Germany,1730559842.0,1730559842,9.0009,45.6961,601.98,False,61.53,317.37,0.0,,716.28,7000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6456.361903411777,0
a3e8c2,ATN5963 ,United States,1730559842.0,1730559842,-87.8117,38.0023,7589.52,False,231.7,121.75,-6.18,,7894.32,2474.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,430.6242763503744,0
49d526,BOH112  ,Czech Republic,1730559842.0,1730559843,17.7647,47.3297,13106.4,False,192.51,318.9,0.0,,13426.44,1000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6954.100907233495,1
ac537f,ASH6040 ,United States,1730559834.0,1730559834,-97.6003,35.3962,,True,3.6,250.31,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1126.1703286516752,0
a8bf73,AAL1112 ,United States,1730559842.0,1730559842,-97.1082,33.1011,1264.92,False,112.41,79.72,-4.23,,1333.5,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1283.4319998248848,0
346206,PAL211  ,Spain,1730559843.0,1730559843,122.9333,12.9469,9433.56,False,231.86,130.05,2.93,,10134.6,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,11724.095841903301,0
adb014,AAL1902 ,United States,1730559841.0,1730559841,-97.5994,35.3948,,True,0.0,56.25,,,,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1126.215562500122,0
a21839,ENY3570 ,United States,1730559842.0,1730559842,-81.5172,35.5504,6484.62,False,214.46,33.16,-6.18,,6812.28,2226.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,872.3321915861898,0
a9e63f,N737NG  ,United States,1730559842.0,1730559842,-87.0191,36.5652,,False,52.36,349.24,-0.33,,1371.6,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,592.1853860651912,0
a07532,N129AS  ,United States,1730559842.0,1730559842,-96.4795,30.6053,3009.9,False,94.15,270.63,0.0,,3162.3,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1480.4400752105803,0
a3e8d2,N351DC  ,United States,1730559594.0,1730559596,-82.9736,42.783,160.02,False,31.39,359.06,-1.3,,266.7,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,396.6521823633986,0
485d08,PHBAN   ,Kingdom of the Netherlands,1730559837.0,1730559843,4.6112,51.7382,495.3,False,56.59,0.0,-0.65,,655.32,7000.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5885.4314080989125,0
76cda2,SIA355  ,Singapore,1730559842.0,1730559842,43.5088,41.5855,11277.6,False,252.57,100.33,0.0,,11498.58,4153.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8934.911234321311,1
aca362,N913SB  ,United States,1730559842.0,1730559842,-116.6863,32.2863,7620.0,False,164.35,138.43,0.0,,7810.5,3627.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,243.8354054234469,0
44813d,BIRD154 ,Belgium,1730559673.0,1730559673,4.4989,50.9,,True,4.63,250.31,,,,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5912.137801401335,0
a57830,N4510E  ,United States,1730559804.0,1730559807,-93.8431,45.1667,266.7,False,25.23,182.34,-2.6,,312.42,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,620.8491750150242,0
a3739b,N321SD  ,United States,1730559842.0,1730559842,-80.5826,28.1129,906.78,False,99.29,73.44,14.96,,982.98,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1521.6826842784972,0
44813c,BIRD394 ,Belgium,1730559842.0,1730559842,4.511,50.895,,True,3.34,64.69,,,,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5913.134209217735,0
a9e642,NKS741  ,United States,1730559842.0,1730559842,-79.9375,36.2373,11277.6,False,264.87,54.09,0.0,,11757.66,,False,0,13.12,49,6.69,New York,40.7128,-74.006,717.1035676020655,1
406f3b,TOM50K  ,United Kingdom,1730559843.0,1730559843,3.9393,40.4071,8031.48,False,234.83,22.41,8.13,,8336.28,5311.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6363.930028229192,0
acf0db,AAL2550 ,United States,1730559842.0,1730559842,-94.6899,39.9463,10972.8,False,203.87,262.61,0.0,,11300.46,1735.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,632.0582966404659,1
a8d965,N67AF   ,United States,1730559608.0,1730559612,-95.3378,29.6948,381.0,False,73.85,134.15,-3.25,,396.24,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1519.2283655069402,0
407631,EXS38A  ,United Kingdom,1730559842.0,1730559842,-2.5584,53.9475,8168.64,False,225.01,243.38,6.18,,8572.5,7735.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5350.365000786835,0
adc375,N986WU  ,United States,1730559833.0,1730559833,-116.2425,43.5721,944.88,False,34.06,115.02,-1.95,,891.54,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1070.9293903268126,0
a2f200,UAL415  ,United States,1730559842.0,1730559843,-0.6111,49.0288,10972.8,False,272.01,284.46,-0.33,,11399.52,5723.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5643.341397675603,1
a44521,UAL722  ,United States,1730559843.0,1730559843,-102.1749,31.3243,11277.6,False,259.34,96.38,0.0,,11750.04,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1535.2732547835285,1
34750f,AEA57RJ ,Spain,1730559843.0,1730559843,-5.0499,40.3391,9144.0,False,229.24,233.03,10.08,,9380.22,3766.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5682.301977365604,0
8881db,VJC82   ,Viet Nam,1730559843.0,1730559843,144.8459,-37.6692,,True,0.0,0.0,,,,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,12766.703799828018,0
0d06d3,SLI430  ,Mexico,1730559842.0,1730559842,-98.8416,19.5862,4434.84,False,159.88,47.74,12.35,,4701.54,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,2499.4516180025407,0
780da9,CSN476  ,China,1730559843.0,1730559843,-80.8525,47.3274,9753.6,False,235.89,344.57,0.0,,9723.12,6345.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,809.4202664496231,0
780da8,CSN410  ,China,1730558166.0,1730559664,26.955,58.7056,9448.8,False,237.37,70.9,0.0,,9037.32,7651.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6818.504432673019,0
76cdb1,SIA51   ,Singapore,1730559842.0,1730559843,40.6358,41.7997,11277.6,False,251.49,93.4,0.0,,11567.16,5203.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8752.136307325598,1
34750a,AEA97UG ,Spain,1730559842.0,1730559842,-5.849,39.7684,10850.88,False,239.13,241.89,5.2,,11132.82,2617.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5646.483416956352,1
a6ccd1,N5370L  ,United States,1730559843.0,1730559843,-103.9761,38.8916,3200.4,False,54.08,214.14,-0.33,,3253.74,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1384.8922122790905,0
ab58b2,DAL1759 ,United States,1730559842.0,1730559842,-83.8981,32.3242,7825.74,False,242.48,163.1,4.23,,8252.46,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1110.6558921116525,0
a62f93,UAL428  ,United States,1730559842.0,1730559843,-95.6268,29.993,1356.36,False,120.38,89.76,-5.85,,1447.8,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1501.5828918482518,0
394a02,AFR702  ,France,1730559843.0,1730559843,0.0641,41.2407,10058.4,False,242.56,193.74,0.0,,10340.34,7667.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,6030.59039365487,1
a0757f,DAL1417 ,United States,1730559842.0,1730559842,-77.4634,38.0604,11277.6,False,261.2,85.26,-0.33,,11711.94,4035.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,418.78614198044903,1
a1f884,ENY4033 ,United States,1730559841.0,1730559842,-103.6213,32.4994,10363.2,False,218.01,257.05,0.0,,10751.82,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1371.882189538896,1
a05b78,DAL2019 ,United States,1730559842.0,1730559843,-76.4026,36.5504,10965.18,False,212.65,207.99,0.33,,11437.62,7155.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,506.9425632081531,1
0a8090,C6CAB   ,Bahamas,1730559764.0,1730559764,-72.4904,20.1169,1859.28,False,96.8,161.08,-3.25,,1950.72,,False,0,13.12,49,6.69,New York,40.7128,-74.006,2287.9083351230447,0
c01776,CFIWZ   ,Canada,1730559843.0,1730559843,-79.825,27.2671,1165.86,False,117.82,306.12,-0.33,,1234.44,5544.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1584.3844411647747,0
a1cb2a,N2143L  ,United States,1730559842.0,1730559842,-73.2054,41.7127,1158.24,False,91.94,174.86,1.63,,1181.1,,False,0,13.12,49,6.69,New York,40.7128,-74.006,129.7651696461208,0
a252a7,ENY3767 ,United States,1730559842.0,1730559842,-82.8487,28.2747,9448.8,False,229.41,156.19,-0.33,,10027.92,1053.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1570.2242642320994,0
a826e9,UPS80   ,United States,1730559842.0,1730559843,-150.0065,61.1916,,True,6.69,345.94,,,,7222.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,3772.04369264368,0
a4e34a,N414DC  ,United States,1730559802.0,1730559802,-79.56,37.2495,4145.28,False,95.21,345.29,0.0,,4282.44,763.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,615.7475790308806,0
76cdac,SIA282  ,Singapore,1730559842.0,1730559842,148.0569,-33.0333,11887.2,False,244.75,302.55,0.0,,12344.4,7747.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,12276.94947163684,1
a37ed3,SKW3627 ,United States,1730559842.0,1730559843,-85.1742,43.4206,7924.8,False,193.52,290.22,0.0,,8069.58,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,264.38208705645985,0
76cdab,SIA332  ,Singapore,1730559841.0,1730559842,46.2505,41.3661,12192.0,False,237.93,280.34,-0.33,,12397.74,2247.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,9106.791621189035,1
406f2d,SRD924  ,United Kingdom,1730559842.0,1730559842,-4.9438,50.4371,1524.0,False,53.43,308.75,0.0,,1706.88,,False,0,13.12,49,6.69,New York,40.7128,-74.006,5297.785054506111,0
aa1f97,AAL556  ,United States,1730559843.0,1730559843,-75.6838,41.2366,3543.3,False,198.76,166.07,0.65,,3627.12,4166.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,152.72396396996564,0
a1e52a,EPI578  ,United States,1730559842.0,1730559842,-80.9253,28.979,1066.8,False,45.27,143.78,-7.15,,1150.62,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1446.1645588727695,0
acf0d8,ASA380  ,United States,1730559842.0,1730559842,-115.1392,36.0847,,True,1.03,70.31,,,,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,361.9422293009519,0
a80cc4,N618DC  ,United States,1730559784.0,1730559784,-84.1362,42.9915,701.04,False,49.68,21.25,-0.33,,784.86,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,312.9117584986793,0
a1956c,N20073  ,United States,1730559842.0,1730559842,-75.6864,40.4973,1234.44,False,60.03,226.04,-0.98,,1272.54,,False,0,13.12,49,6.69,New York,40.7128,-74.006,144.21816897192113,0
76cdc2,SIA26   ,Singapore,1730559842.0,1730559843,-73.2289,40.6593,1744.98,False,128.94,222.09,-8.78,,1805.94,716.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,65.95858661761415,0
76cdc3,SIA968  ,Singapore,1730559791.0,1730559827,104.3864,0.8479,5532.12,False,212.89,124.27,13.33,,5928.36,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,14129.120699564184,0
a9e624,N737ME  ,United States,1730559843.0,1730559843,-93.4553,45.1959,830.58,False,44.92,200.1,-0.65,,868.68,4234.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,597.7182290071793,0
c0175a,ACA930  ,Canada,1730559843.0,1730559843,-82.6825,30.2625,10972.8,False,231.24,205.71,0.0,,11590.02,1560.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1363.096998844898,1
49d558,ABP972  ,Czech Republic,1730559842.0,1730559842,47.3486,41.2072,13106.4,False,241.43,281.43,0.33,,13335.0,3423.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,9180.535905961906,1
a8b30f,N9YT    ,United States,1730559842.0,1730559842,-85.9382,38.9832,1242.06,False,83.85,194.21,0.0,,1325.88,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,352.02949951671076,0
a7eca8,N61CS   ,United States,1730559842.0,1730559842,-89.7807,36.5359,7909.56,False,153.51,228.94,0.0,,8275.32,3751.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,621.4436598768162,0
aca37a,N913TA  ,United States,1730559841.0,1730559842,-82.1012,28.528,822.96,False,42.81,175.87,-4.23,,899.16,,False,0,13.12,49,6.69,New York,40.7128,-74.006,1540.4348603125416,0
4ca565,RYR7423 ,Ireland,1730559820.0,1730559831,-4.7171,36.788,1112.52,False,94.86,143.38,-3.25,,1226.82,2023.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5879.595238768893,0
780daf,CSN321  ,China,1730559825.0,1730559828,117.7918,15.3536,10058.4,False,233.29,152.98,0.0,,10789.92,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,11952.8513959142,1
4b95fa,TCEOZ   ,Turkey,1730559798.0,1730559803,26.7473,39.5622,906.78,False,58.68,92.01,-3.9,,990.6,1245.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,8043.335237189118,0
4ca568,RYR4VW  ,Ireland,1730559843.0,1730559843,5.773,53.5394,11277.6,False,222.01,56.53,0.0,,11681.46,521.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,5887.5996476349,1
ad10ec,AAL2705 ,United States,1730559842.0,1730559842,-80.854,25.7292,5554.98,False,212.46,288.35,8.45,,5875.02,2377.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,1778.697162997725,0
acf0e0,DAL3077 ,United States,1730559842.0,1730559842,-82.6837,35.5227,2103.12,False,134.62,253.57,16.26,,2217.42,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,825.9990244064638,0
a2fe28,AAY669  ,United States,1730559842.0,1730559842,-104.978,38.9704,11887.2,False,263.62,50.78,0.0,,12108.18,1635.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1305.9170664797907,1
e40175,ENSAIO64,Brazil,1730559744.0,1730559827,-44.9593,-22.7421,12496.8,False,234.9,333.32,0.33,,13152.12,,False,0,13.12,49,6.69,New York,40.7128,-74.006,7641.329206471786,1
a12bc7,ASI142  ,United States,1730559661.0,1730559661,-112.0931,33.687,464.82,False,34.05,85.67,-1.63,,426.72,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,570.441545814703,0
a31e37,PD10    ,United States,1730559843.0,1730559843,-117.6305,33.9949,350.52,False,32.93,28.97,0.0,,327.66,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,56.990153892256615,0
a24ba7,SKW3995 ,United States,1730559787.0,1730559787,-97.6637,30.2029,,True,0.9,182.81,,,,2250.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1577.2942699158136,0
a44502,DAL2444 ,United States,1730559842.0,1730559842,-119.5663,46.0674,11567.16,False,201.23,309.92,0.0,,11506.2,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1338.835013776126,1
a3b05d,FFT1649 ,United States,1730559842.0,1730559843,-97.5459,32.7082,5387.34,False,183.64,259.51,14.31,,5623.56,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1342.9699763016934,0
780dc6,CQH7420 ,China,1730559842.0,1730559842,101.3704,14.0279,5311.14,False,202.73,67.47,8.13,,5631.18,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,13239.409849597721,0
aa3994,AAL2969 ,United States,1730559842.0,1730559842,-105.0064,31.9272,11277.6,False,256.81,91.61,0.0,,11666.22,7353.0,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1258.495796191536,1
c04aca,CJT2384 ,Canada,1730559748.0,1730559748,-123.2066,49.1919,,True,2.06,281.25,,,,,False,0,12.67,81,1.54,Los Angeles,34.0522,-118.2437,1730.6500726791062,0
a2fe21,ENY3973 ,United States,1730559843.0,1730559843,-94.6195,33.965,8244.84,False,215.91,247.59,-3.9,,8648.7,5601.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1071.1075762554306,0
a7f3ae,JIA5020 ,United States,1730559561.0,1730559561,-79.623,43.6863,,True,0.26,109.69,,,,1703.0,False,0,13.12,49,6.69,New York,40.7128,-74.006,569.264989220871,0
a37eb0,AAL995R ,United States,1730559841.0,1730559841,-90.3909,32.212,10363.2,False,218.11,243.98,0.0,,10896.6,2772.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1100.319039112569,1
a85c3d,N638JA  ,United States,1730559842.0,1730559842,-82.8532,28.0186,982.98,False,51.3,21.16,-1.3,,1059.18,,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,1597.5723983477483,0
ac0504,SKW5389 ,United States,1730559843.0,1730559843,-94.243,42.2018,10363.2,False,175.18,255.72,0.33,,10614.66,2553.0,False,0,8.98,71,5.81,Chicago,41.8781,-87.6298,548.606383593335,1
