callsign,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,geo_altitude,position_source,extra_col_0
JBU595  ,1733862225.0,1733862272,-74.1061,40.5251,4594.86,False,197.37,192.19,15.61,,False,0
JBU623  ,1733862313.0,1733862313,-84.3201,41.4701,9761.22,False,181.92,281.91,0.0,,False,0
ITY1702 ,1733862293.0,1733862309,12.1415,40.8423,12192.0,False,222.07,329.51,-0.33,,False,0
ITY449  ,1733862057.0,1733862057,9.1822,45.1936,1097.28,False,94.07,81.83,-2.93,,False,0
ITY219  ,1733862313.0,1733862313,7.1015,48.383,11879.58,False,219.32,154.88,-0.33,,False,0
UAL510  ,1733862253.0,1733862253,-95.4944,41.4362,10363.2,False,215.57,269.32,-0.65,,False,0
N459CD  ,1733862188.0,1733862188,-122.0065,47.9643,1524.0,False,86.65,94.09,-0.33,,False,0
DAL2927 ,1733862289.0,1733862289,-103.4426,40.574,8336.28,False,211.66,243.43,-11.38,,False,0
SCX607  ,1733862119.0,1733862191,-95.5457,43.7754,11582.4,False,216.16,236.16,0.33,,False,0
UAL1331 ,1733862311.0,1733862311,-101.0337,34.879,11262.36,False,268.76,76.04,0.0,,False,0
N622PM  ,1733862034.0,1733862034,-90.1879,40.6021,10530.84,False,175.94,237.05,-5.2,,False,0
N516ST  ,1733862145.0,1733862310,-88.1795,35.0563,9144.0,False,174.83,227.86,0.0,,False,0
UAL29   ,1733862289.0,1733862289,-123.1705,37.5006,4648.2,False,204.82,251.7,9.1,,False,0
EDV5174 ,1733862312.0,1733862312,-83.7344,35.1042,4884.42,False,166.26,178.05,0.33,,False,0
JBU498  ,1733862269.0,1733862269,-116.0638,47.4719,10058.4,False,251.38,92.93,0.0,,False,0
GLF30   ,1733862305.0,1733862305,-83.6154,35.9995,13716.0,False,193.15,231.05,0.0,,False,0
RPA3715 ,1733862113.0,1733862118,-73.5412,44.196,7741.92,False,108.04,248.2,-11.7,,False,0
SWA2014 ,1733862313.0,1733862313,-77.2437,36.1589,10363.2,False,202.93,210.47,0.0,,False,0
N479MJ  ,1733862284.0,1733862284,-86.0241,34.2298,5897.88,False,141.53,239.89,-9.43,,False,0
EJM161  ,1733862312.0,1733862313,-76.7235,41.7337,8862.06,False,247.76,73.6,-8.13,,False,0
N6346T  ,1733862221.0,1733862225,-86.9755,36.2184,1082.04,False,53.71,16.7,-4.23,,False,0
EJA114  ,1733862313.0,1733862313,-75.7065,40.1488,12184.38,False,186.77,236.57,0.33,,False,0
EJA873  ,1733862271.0,1733862271,-96.3754,33.2361,2674.62,False,140.46,232.29,0.0,,False,0
SWA469  ,1733862295.0,1733862295,-83.7186,27.9836,11582.4,False,208.3,266.18,0.0,,False,0
THY4VB  ,1733862313.0,1733862313,15.6714,51.9325,11582.4,False,248.71,304.38,0.0,,False,0
,1733862288.0,1733862289,25.9273,40.8509,10972.8,False,188.87,261.38,0.0,,False,0
N609GB  ,1733862312.0,1733862312,-119.4456,39.6934,13655.04,False,282.43,53.44,2.6,,False,0
SWA9002 ,1733862312.0,1733862312,-78.2742,36.6969,9144.0,False,264.53,43.66,0.0,,False,0
SWA4945 ,1733862273.0,1733862273,-76.8798,39.2045,830.58,False,94.94,121.71,-2.28,,False,0
,1733862229.0,1733862229,-111.8232,33.8312,9425.94,False,257.41,186.66,5.53,,False,0
,1733862289.0,1733862289,28.3965,40.9754,1432.56,False,128.98,94.35,-1.95,,False,0
SVA118  ,1733862295.0,1733862313,1.2357,49.3178,11216.64,False,243.6,147.42,2.6,,False,0
SWA598  ,1733862231.0,1733862231,-84.8721,31.4133,11582.4,False,215.86,323.43,0.0,,False,0
SWA1785 ,1733862028.0,1733862312,-78.3018,37.2873,6096.0,False,177.14,267.5,9.43,,False,0
WJA306  ,1733862312.0,1733862312,-86.4639,44.4601,11277.6,False,251.5,122.13,0.0,,False,0
EJM72   ,1733862313.0,1733862313,-80.5265,42.4921,12496.8,False,278.65,106.63,0.0,,False,0
,1733862228.0,1733862228,-88.8211,43.6085,579.12,False,63.38,93.26,-2.28,,False,0
N816DK  ,1733862274.0,1733862274,-81.139,40.3803,7924.8,False,161.51,203.46,0.0,,False,0
SWA3164 ,1733862312.0,1733862312,-85.2953,39.3474,9753.6,False,180.69,272.12,0.0,,False,0
DAL349  ,1733862289.0,1733862292,-105.0898,39.0387,9753.6,False,232.44,242.02,-0.33,,False,0
NKS1578 ,1733862307.0,1733862307,-81.9717,29.3874,10660.38,False,232.92,170.08,0.0,,False,0
SKW3668 ,1733862312.0,1733862312,-88.8216,41.7835,7978.14,False,138.31,261.66,10.4,,False,0
DAL758  ,1733862312.0,1733862312,-122.2896,47.606,1569.72,False,142.05,51.47,12.35,,False,0
KLM22V  ,1733862310.0,1733862312,7.7573,53.2924,7414.26,False,191.1,79.3,0.0,,False,0
UAL648  ,1733862306.0,1733862306,-82.6559,42.8236,10972.8,False,173.03,281.14,0.0,,False,0
TAP21V  ,1733862261.0,1733862294,-3.8037,40.6388,3771.9,False,143.58,268.56,15.93,,False,0
ENT77MA ,1733862293.0,1733862293,14.7759,48.0745,11277.6,False,218.05,51.13,0.0,,False,0
VLG12BR ,1733862287.0,1733862289,2.272,41.3632,647.7,False,103.54,244.07,0.33,,False,0
SWA2625 ,1733862304.0,1733862310,-119.7987,35.2677,9906.0,False,192.15,144.48,-11.38,,False,0
KLM83R  ,1733862312.0,1733862312,9.3872,49.6686,10668.0,False,218.62,135.1,0.0,,False,0
SWA2970 ,1733862290.0,1733862290,-74.0752,40.9588,4533.9,False,155.48,267.72,-0.33,,False,0
,1733862028.0,1733862167,-75.4083,38.0248,11582.4,False,198.88,208.42,0.0,,False,0
BTQ864  ,1733862258.0,1733862258,-72.5668,43.5916,4831.08,False,117.18,310.19,-0.33,,False,0
SWT2SO  ,1733862245.0,1733862246,16.5876,47.1563,7315.2,False,142.63,305.75,0.0,,False,0
SWA2525 ,1733862143.0,1733862143,-120.9215,43.3166,11887.2,False,232.63,163.69,0.0,,False,0
AAL1473 ,1733862176.0,1733862206,-73.9221,40.7233,320.04,False,71.93,32.44,-3.9,,False,0
,1733862312.0,1733862312,-85.7535,41.9944,8008.62,False,246.43,354.73,-10.08,,False,0
AMX1414 ,1733862191.0,1733862191,-98.8357,19.8892,6499.86,False,208.19,354.75,13.98,,False,0
DAL91   ,1733862302.0,1733862302,-73.7168,40.1115,11582.4,False,204.03,213.69,0.0,,False,0
HAL1615 ,1733862236.0,1733862236,-86.2556,39.5487,9403.08,False,179.24,272.8,5.53,,False,0
KLM39G  ,1733862311.0,1733862312,7.1325,55.6164,11887.2,False,207.55,16.41,2.93,,False,0
SWA575  ,1733862293.0,1733862306,-74.0387,42.4636,7277.1,False,204.8,171.77,19.51,,False,0
N516PM  ,1733862229.0,1733862229,-111.3031,34.703,8481.06,False,238.93,229.28,-6.5,,False,0
FFT4348 ,1733862309.0,1733862312,-77.2453,37.3456,10972.8,False,280.45,63.29,0.0,,False,0
MEH     ,1733862311.0,1733862313,150.6111,-33.6774,2682.24,False,67.25,309.41,2.93,,False,0
VIR384T ,1733862313.0,1733862313,-0.1833,51.4161,1661.16,False,125.83,102.27,6.18,,False,0
,1733862228.0,1733862228,-112.5413,33.7721,777.24,False,51.31,115.54,-0.65,,False,0
ASI182  ,1733862229.0,1733862229,-112.4658,33.7234,1249.68,False,41.47,45.0,0.0,,False,0
N75WF   ,1733862311.0,1733862311,-122.481,38.2372,906.78,False,92.27,297.57,-4.55,,False,0
,1733862143.0,1733862143,-121.3532,43.8789,10668.0,False,228.69,170.94,0.0,,False,0
DHK2877 ,1733862313.0,1733862313,-1.7534,53.2459,3070.86,False,150.98,165.4,-2.6,,False,0
,1733862309.0,1733862309,-81.2901,29.9047,640.08,False,34.59,157.25,1.63,,False,0
IBE07ZC ,1733862312.0,1733862312,1.6469,49.1068,10363.2,False,212.59,23.84,0.33,,False,0
IBE06BR ,1733862145.0,1733862145,-2.8465,40.3351,3406.14,False,148.7,250.81,-8.78,,False,0
RYR8VB  ,1733862278.0,1733862312,3.7437,50.477,3070.86,False,140.78,44.85,-10.4,,False,0
,1733862059.0,1733862059,47.3301,31.0585,11277.6,False,278.09,146.16,0.0,,False,0
KLM1189 ,1733862311.0,1733862312,6.8378,55.2382,10058.4,False,207.0,16.9,0.0,,False,0
UAE3PX  ,1733862109.0,1733862109,84.8141,22.3385,10363.2,False,224.46,255.8,0.0,,False,0
SWA2576 ,1733862311.0,1733862311,-85.7423,34.573,11277.6,False,289.53,66.21,0.0,,False,0
N149BF  ,1733862246.0,1733862246,-112.0862,41.0494,1805.94,False,46.03,118.0,-0.33,,False,0
RNGR64  ,1733862061.0,1733862061,-98.1419,49.2032,426.72,False,50.81,195.87,-0.33,,False,0
KLM1641 ,1733862312.0,1733862313,7.6984,49.6679,10668.0,False,225.59,165.74,0.33,,False,0
RYR23KQ ,1733862311.0,1733862312,0.0636,51.7788,586.74,False,81.19,84.18,-1.3,,False,0
KLM1793 ,1733862312.0,1733862312,4.8412,52.4185,1615.44,False,123.54,60.02,15.93,,False,0
FDX258  ,1733862313.0,1733862313,-82.5729,28.6992,10980.42,False,241.67,335.07,0.0,,False,0
AAL1886 ,1733862299.0,1733862302,-80.526,35.1769,3550.92,False,199.98,70.31,4.88,,False,0
N2259X  ,1733862053.0,1733862053,-111.872,39.8891,1981.2,False,51.57,176.0,-2.6,,False,0
,1733862309.0,1733862309,-82.1346,29.9387,739.14,False,32.54,198.43,0.0,,False,0
N918MV  ,1733862313.0,1733862313,-77.8467,34.7323,12481.56,False,236.1,7.51,0.0,,False,0
SKW4032 ,1733862306.0,1733862306,-75.8097,38.9219,7010.4,False,243.96,36.34,0.0,,False,0
UCA4959 ,1733862313.0,1733862313,-80.1542,35.868,8839.2,False,256.97,43.05,-0.33,,False,0
XCPFM   ,1733862191.0,1733862191,-99.0998,19.2593,3604.26,False,115.55,307.58,-9.43,,False,0
,1733862034.0,1733862035,76.516,28.2519,4259.58,False,175.83,76.98,-7.15,,False,0
EJA341  ,1733862032.0,1733862032,-97.4247,30.44,861.06,False,114.49,141.02,0.33,,False,0
N425EJ  ,1733862160.0,1733862160,-122.5273,45.4958,1082.04,False,50.86,97.56,-0.33,,False,0
N324FL  ,1733862313.0,1733862313,-108.9063,37.8165,13106.4,False,181.32,248.53,-0.33,,False,0
BPO310  ,1733862313.0,1733862313,6.917,50.6808,434.34,False,56.06,312.77,0.0,,False,0
ENY3986 ,1733862273.0,1733862287,-97.2567,32.9832,2971.8,False,162.63,219.48,14.63,,False,0
IBS18QJ ,1733862306.0,1733862306,3.7654,45.2527,7711.44,False,239.95,232.49,5.2,,False,0
ZKTJT   ,1733862064.0,1733862064,172.209,-43.3505,609.6,False,44.82,31.87,0.65,,False,0
ANZ234L ,1733862237.0,1733862237,176.0292,-38.4353,3916.68,False,148.5,24.35,-7.8,,False,0
BCS5NR  ,1733862313.0,1733862313,10.7185,44.0977,7924.8,False,223.3,285.64,0.0,,False,0
OXF3076 ,1733862229.0,1733862229,-111.4227,33.2304,2179.32,False,38.49,52.06,-0.98,,False,0
EDV4920 ,1733862276.0,1733862306,-82.1081,30.6196,11285.22,False,231.43,344.26,-0.33,,False,0
ASA128  ,1733862312.0,1733862313,-123.193,40.702,11277.6,False,218.77,171.89,0.0,,False,0
DLA1LN  ,1733862313.0,1733862313,11.6299,44.8944,8130.54,False,188.29,184.23,-6.18,,False,0
MABSV   ,1733862313.0,1733862313,-71.3662,42.3244,12496.8,False,248.01,35.8,0.0,,False,0
AAL1584 ,1733862271.0,1733862271,-97.0554,32.7502,845.82,False,80.77,359.64,-0.33,,False,0
CXK383  ,1733862254.0,1733862287,-96.0314,32.7139,1455.42,False,65.99,100.78,0.0,,False,0
SKW6469 ,1733862254.0,1733862287,-95.6641,33.1136,6400.8,False,271.73,69.27,-1.3,,False,0
,1733862028.0,1733862165,-76.5449,37.0343,9144.0,False,125.41,207.62,0.0,,False,0
N9082L  ,1733862155.0,1733862246,-122.4834,37.4561,891.54,False,51.88,329.62,-5.2,,False,0
AAL2068 ,1733862312.0,1733862312,-80.1573,35.281,5173.98,False,221.54,67.9,9.75,,False,0
AAL690  ,1733862088.0,1733862310,-90.5945,34.3727,10972.8,False,262.98,356.07,0.0,,False,0
N306RW  ,1733862312.0,1733862312,-122.0524,37.9937,0.0,False,19.79,62.1,1.63,,False,0
SWA2673 ,1733862305.0,1733862306,-90.8688,39.0839,12192.0,False,177.22,229.0,0.33,,False,0
SWA4030 ,1733862312.0,1733862312,-122.4982,37.5779,4160.52,False,151.71,184.47,22.11,,False,0
01172065,1733862309.0,1733862309,-97.5103,30.0271,2842.26,False,65.98,93.58,-0.33,,False,0
,1733862058.0,1733862310,-91.7586,34.7055,10363.2,False,167.26,252.46,0.0,,False,0
TKR41   ,1733862310.0,1733862310,-118.7292,34.0657,1158.24,False,143.44,217.57,-5.2,,False,0
SWA2706 ,1733862269.0,1733862270,-104.9822,37.9535,9144.0,False,235.98,231.91,0.0,,False,0
,1733862162.0,1733862306,-81.975,29.2657,1828.8,False,51.44,286.26,-0.65,,False,0
ANZ282L ,1733862133.0,1733862133,174.9363,-41.1819,1828.8,False,102.35,30.17,7.15,,False,0
AAL828  ,1733862191.0,1733862191,-98.8546,19.6582,4770.12,False,168.64,355.98,12.35,,False,0
SWA2443 ,1733862117.0,1733862117,-94.8717,36.6951,7780.02,False,261.58,61.07,8.78,,False,0
RYR18QE ,1733862312.0,1733862312,-4.8862,53.6833,6240.78,False,230.92,266.42,-10.08,,False,0
NKS1299 ,1733862207.0,1733862212,-84.9659,36.3949,10972.8,False,228.92,339.2,0.0,,False,0
AAL1499 ,1733862309.0,1733862309,-97.9862,29.8566,3436.62,False,144.45,248.92,-5.53,,False,0
ABR1MX  ,1733862312.0,1733862313,8.2292,47.8351,7010.4,False,135.04,162.26,0.0,,False,0
RPA3672 ,1733862274.0,1733862274,-81.1179,41.5139,3147.06,False,128.3,266.78,-6.83,,False,0
N808TP  ,1733862194.0,1733862203,-122.8695,48.0449,1836.42,False,44.25,252.41,0.33,,False,0
SWA427  ,1733862229.0,1733862229,-111.9105,33.4351,1135.38,False,112.35,86.59,18.21,,False,0
,1733862224.0,1733862224,-121.2927,37.7657,1158.24,False,44.92,69.9,1.63,,False,0
,1733862306.0,1733862307,-96.9297,36.1637,8534.4,False,201.5,266.63,0.0,,False,0
,1733862168.0,1733862168,-4.7407,36.4674,10972.8,False,257.46,49.05,0.0,,False,0
SWA2612 ,1733862310.0,1733862310,-91.8792,32.7338,12192.0,False,180.68,222.0,0.0,,False,0
WUK919  ,1733862312.0,1733862312,28.8796,37.6581,10005.06,False,263.59,114.56,-8.78,,False,0
RYR97AM ,1733862303.0,1733862305,1.2155,46.6308,11277.6,False,238.75,170.7,0.33,,False,0
AAL1921 ,1733862028.0,1733862270,-76.6619,38.065,7932.42,False,232.34,176.95,4.88,,False,0
AAL2553 ,1733862288.0,1733862288,-98.1187,31.542,7627.62,False,273.36,12.39,-11.05,,False,0
CES5076 ,1733862310.0,1733862310,106.461,21.8167,5791.2,False,229.48,30.59,9.1,,False,0
RYR87VK ,1733862313.0,1733862313,6.3842,46.6496,11170.92,False,240.05,229.35,1.95,,False,0
JAL11   ,1733862249.0,1733862254,-120.2744,46.6117,10972.8,False,232.06,309.51,0.0,,False,0
MXY828  ,1733862307.0,1733862310,-76.2623,43.4207,8046.72,False,235.08,6.53,-5.2,,False,0
UAL1973 ,1733862310.0,1733862310,-92.0438,32.3575,10363.2,False,202.55,234.61,-0.33,,False,0
AAL2249 ,1733862269.0,1733862271,-72.0402,40.8878,8534.4,False,208.44,224.7,-0.33,,False,0
RYR57TZ ,1733862249.0,1733862249,2.4738,48.3396,11277.6,False,246.64,205.98,0.0,,False,0
XBTRA   ,1733862137.0,1733862137,-99.1686,19.6704,6705.6,False,169.61,259.34,0.0,,False,0
RYR1LX  ,1733862313.0,1733862313,8.9983,55.1462,11277.6,False,207.22,39.46,0.0,,False,0
SWA2643 ,1733862281.0,1733862281,-103.5268,39.234,7711.44,False,168.9,291.25,-10.4,,False,0
WUK8603 ,1733862312.0,1733862312,14.6017,49.3326,10668.0,False,200.48,105.78,0.0,,False,0
RYR3CK  ,1733862057.0,1733862291,-0.2078,46.994,9144.0,False,211.75,14.78,-6.83,,False,0
AAL719  ,1733862306.0,1733862306,-70.3503,40.8787,11109.96,False,210.68,249.26,-7.8,,False,0
SWA2910 ,1733862313.0,1733862313,-77.7962,36.5318,6080.76,False,196.62,214.23,-5.85,,False,0
,1733862311.0,1733862311,21.4291,44.3707,10355.58,False,230.08,332.86,0.0,,False,0
SKW3680 ,1733862274.0,1733862274,-82.9633,41.4175,8229.6,False,219.98,127.11,0.0,,False,0
VLG6522 ,1733862312.0,1733862313,10.4191,44.3755,6758.94,False,214.81,85.05,-9.75,,False,0
VLG40MQ ,1733862082.0,1733862082,4.1833,52.0117,2331.72,False,118.26,4.99,-2.6,,False,0
ANZ681  ,1733862133.0,1733862133,174.1281,-42.174,7932.42,False,216.89,214.37,6.83,,False,0
RYR18AV ,1733862313.0,1733862313,5.6165,51.3904,11277.6,False,192.58,115.81,-0.33,,False,0
VOI7862 ,1733862288.0,1733862289,-104.662,39.7093,2331.72,False,95.69,0.31,-5.53,,False,0
RYR39YX ,1733862313.0,1733862313,5.8731,50.3804,12192.0,False,247.03,302.5,-0.33,,False,0
VIV101  ,1733862308.0,1733862308,-77.823,38.3058,10363.2,False,186.14,221.98,0.0,,False,0
LXJ527  ,1733862289.0,1733862289,-121.568,36.8273,8839.2,False,246.12,143.59,0.0,,False,0
CNV4189 ,1733862271.0,1733862287,-95.7236,33.7346,7094.22,False,143.17,231.57,-10.08,,False,0
RYR53VX ,1733862312.0,1733862312,5.5488,52.698,10363.2,False,251.95,244.22,0.0,,False,0
SWG698  ,1733862230.0,1733862230,-85.1987,31.1296,10668.0,False,242.12,138.96,0.0,,False,0
N71VM   ,1733862308.0,1733862313,-122.5231,39.3817,9212.58,False,191.04,17.07,4.88,,False,0
DAL2535 ,1733862128.0,1733862170,-81.2427,31.9643,10668.0,False,244.09,2.54,0.0,,False,0
RYR946G ,1733862313.0,1733862313,9.913,45.6294,998.22,False,84.38,285.56,-3.9,,False,0
BAW63GC ,1733862313.0,1733862313,14.5628,44.8984,10355.58,False,238.77,294.3,0.0,,False,0
,1733862220.0,1733862220,16.7823,47.8944,2301.24,False,134.7,71.29,-7.48,,False,0
N702JR  ,1733862312.0,1733862312,-120.1667,38.3468,7010.4,False,136.86,113.48,0.0,,False,0
N2BC    ,1733862312.0,1733862312,-87.6865,35.268,10203.18,False,241.69,351.8,5.2,,False,0
RYR429Y ,1733862173.0,1733862173,-2.8221,40.2093,11277.6,False,227.84,194.38,0.0,,False,0
EIN723  ,1733862312.0,1733862312,-7.612,51.7417,3116.58,False,176.26,258.72,-3.25,,False,0
SWG9792 ,1733862249.0,1733862249,-110.2318,50.0169,12496.8,False,244.85,96.39,0.0,,False,0
RYR53CD ,1733862313.0,1733862313,8.3409,47.2552,10980.42,False,218.79,87.84,0.0,,False,0
,1733862040.0,1733862052,115.562,42.3783,10393.68,False,229.19,325.24,0.0,,False,0
AWC792  ,1733862145.0,1733862145,-4.0674,41.4706,11582.4,False,240.06,14.39,-0.33,,False,0
ENY3388 ,1733862313.0,1733862313,-84.8397,40.1158,6903.72,False,149.31,286.0,-6.5,,False,0
RYR558F ,1733862205.0,1733862225,4.7577,43.2246,11285.22,False,227.59,198.72,-0.33,,False,0
DAL2315 ,1733862230.0,1733862230,-84.3374,33.6495,678.18,False,70.99,270.0,-3.58,,False,0
RYR1TJ  ,1733862310.0,1733862313,15.0829,46.1346,4876.8,False,175.35,134.29,-10.73,,False,0
N66HC   ,1733862312.0,1733862312,-122.5941,47.5312,1699.26,False,69.7,171.51,0.0,,False,0
N246V   ,1733862164.0,1733862166,-77.4337,39.0906,830.58,False,77.68,180.0,-2.93,,False,0
UAL295  ,1733862312.0,1733862312,-116.8717,47.2453,5562.6,False,192.95,294.24,-13.66,,False,0
SAS528  ,1733862311.0,1733862311,14.9097,59.1782,11269.98,False,235.2,57.6,0.0,,False,0
CES796  ,1733862310.0,1733862310,108.1379,22.5477,11315.7,False,257.92,64.1,0.0,,False,0
EJA953  ,1733862311.0,1733862312,-84.9601,34.0517,12496.8,False,242.32,133.8,0.0,,False,0
JTL820  ,1733862307.0,1733862312,-80.917,41.6997,13106.4,False,150.38,247.47,0.0,,False,0
EJU975M ,1733862249.0,1733862249,2.5245,48.0657,6964.68,False,205.03,174.96,9.43,,False,0
DAL2432 ,1733862309.0,1733862310,-94.9343,33.3234,10972.8,False,169.18,226.11,0.0,,False,0
RYR34ZX ,1733862145.0,1733862176,0.099,51.978,2103.12,False,130.42,219.72,-11.7,,False,0
VOI1761 ,1733862116.0,1733862116,-107.2217,33.4491,10668.0,False,238.64,196.4,-0.33,,False,0
SHT19B  ,1733862313.0,1733862313,-1.1844,52.0023,4686.3,False,171.7,125.12,-5.85,,False,0
SKW5565 ,1733862312.0,1733862312,-86.8158,39.9527,11277.6,False,256.71,108.58,0.33,,False,0
,1733862055.0,1733862055,-86.4907,39.7448,601.98,False,53.56,177.25,1.63,,False,0
,1733862026.0,1733862087,-91.531,37.8687,11353.8,False,149.1,236.26,-5.2,,False,0
,1733862230.0,1733862230,-84.4546,33.166,5273.04,False,180.76,174.94,13.33,,False,0
N604AR  ,1733862075.0,1733862310,-117.3247,33.6471,441.96,False,104.06,294.54,-17.23,,False,0
VLG939G ,1733862057.0,1733862057,1.3298,47.7744,5829.3,False,174.4,7.63,-10.73,,False,0
N925MM  ,1733862313.0,1733862313,-121.8263,37.4551,815.34,False,45.25,8.5,1.95,,False,0
N113UV  ,1733862053.0,1733862053,-111.7623,40.2638,1402.08,False,39.72,143.43,1.63,,False,0
,1733862306.0,1733862307,-79.1467,42.9867,10668.0,False,274.44,65.64,0.0,,False,0
VLG96T  ,1733862311.0,1733862311,-4.7038,39.8949,10668.0,False,219.51,254.92,-0.33,,False,0
NOJ53   ,1733862167.0,1733862313,-87.6276,40.446,12496.8,False,257.02,73.49,-0.98,,False,0
,1733862309.0,1733862309,-96.879,29.957,8229.6,False,196.32,52.56,0.0,,False,0
DAL75   ,1733862295.0,1733862306,-78.535,40.559,11582.4,False,173.93,228.96,0.0,,False,0
,1733862032.0,1733862032,-73.8864,40.4926,868.68,False,107.73,30.73,-1.95,,False,0
AAL1887 ,1733862310.0,1733862312,-82.3282,35.2006,7200.9,False,199.63,286.01,2.6,,False,0
RYR91KF ,1733862241.0,1733862241,12.2751,45.4312,2468.88,False,130.13,303.88,-7.8,,False,0
ANE1331 ,1733862313.0,1733862313,6.3262,46.1912,10363.2,False,216.14,46.35,0.0,,False,0
N87TM   ,1733862229.0,1733862229,-111.9392,32.9834,2286.0,False,70.12,165.56,2.6,,False,0
GGW22   ,1733862240.0,1733862240,-82.999,37.6319,8237.22,False,242.21,125.14,0.0,,False,0
EIN465  ,1733862274.0,1733862274,3.9304,47.7137,10988.04,False,233.8,336.26,0.0,,False,0
IBE07AL ,1733862309.0,1733862309,5.0516,45.4283,11582.4,False,235.92,53.16,0.0,,False,0
EIN65T  ,1733862174.0,1733862174,-6.5548,53.4521,853.44,False,87.33,95.41,2.93,,False,0
,1733862252.0,1733862252,-80.4705,26.0149,548.64,False,61.22,0.48,0.65,,False,0
RPA3675 ,1733862312.0,1733862312,-81.1826,41.2943,9182.1,False,273.0,75.6,3.9,,False,0
ASP489  ,1733862312.0,1733862312,-121.7336,40.7697,13106.4,False,190.37,195.84,0.0,,False,0
        ,1733862294.0,1733862294,-81.3276,28.5116,373.38,False,73.58,178.8,-3.25,,False,0
DAL957  ,1733862058.0,1733862310,-91.2744,35.9459,10660.38,False,262.42,111.99,-0.33,,False,0
DAL308  ,1733862290.0,1733862290,-74.1284,41.1698,5349.24,False,209.8,323.78,9.75,,False,0
N918H   ,1733862312.0,1733862313,-77.9362,34.1661,12496.8,False,236.61,7.5,0.33,,False,0
,1733862245.0,1733862245,-84.6107,40.0649,8077.2,False,180.69,286.37,-5.2,,False,0
,1733862231.0,1733862231,-86.4427,32.1134,9144.0,False,204.5,223.57,-7.48,,False,0
N950LP  ,1733862273.0,1733862287,-96.567,33.1768,457.2,False,54.79,145.71,0.98,,False,0
ERU116  ,1733862028.0,1733862028,-80.9267,28.9945,137.16,False,23.94,171.35,-1.95,,False,0
DRL19   ,1733862309.0,1733862310,-90.2148,31.3154,13098.78,False,178.29,253.92,0.33,,False,0
N7319D  ,1733862127.0,1733862170,-81.4041,31.8952,548.64,False,43.95,253.69,-1.3,,False,0
ACA108  ,1733862209.0,1733862209,-120.0162,49.2921,11612.88,False,270.48,95.89,4.23,,False,0
N602JC  ,1733862313.0,1733862313,-76.8879,42.9485,7078.98,False,144.64,246.08,9.1,,False,0
DAL2542 ,1733862229.0,1733862230,-83.766,32.0532,10058.4,False,280.3,59.2,0.0,,False,0
BCS8351 ,1733862083.0,1733862237,3.5611,41.8015,11582.4,False,246.29,66.49,0.0,,False,0
SWA2107 ,1733862289.0,1733862289,-72.8591,40.3135,12192.0,False,172.1,231.55,0.0,,False,0
RYR7WN  ,1733862312.0,1733862313,-0.7483,51.1439,1668.78,False,129.85,139.18,-4.23,,False,0
EDV5362 ,1733862307.0,1733862307,-75.849,42.6736,8526.78,False,261.54,114.4,0.0,,False,0
PJC94   ,1733862307.0,1733862307,-74.3466,42.3902,12496.8,False,261.28,68.03,0.0,,False,0
BCS225P ,1733862308.0,1733862308,10.1883,45.5424,8176.26,False,199.92,96.65,-5.53,,False,0
ASH6011 ,1733862308.0,1733862308,-77.4524,38.3277,2727.96,False,165.14,15.72,-4.88,,False,0
RYR63GW ,1733862312.0,1733862312,-6.6475,53.5746,2453.64,False,142.59,272.07,-7.48,,False,0
RPA3637 ,1733862307.0,1733862307,-78.969,41.7131,8229.6,False,226.03,136.94,0.0,,False,0
BCS209P ,1733862312.0,1733862312,8.3737,44.8961,9502.14,False,217.48,104.1,-6.18,,False,0
AAL369  ,1733862313.0,1733862313,-82.6321,27.7572,10668.0,False,242.95,153.33,0.0,,False,0
AAL390  ,1733862306.0,1733862307,-96.0312,30.5371,11277.6,False,257.89,5.49,0.0,,False,0
AMX027  ,1733862085.0,1733862305,-83.6141,35.6997,11879.58,False,312.78,57.02,-0.33,,False,0
N53636  ,1733862128.0,1733862175,-81.2797,31.6096,1249.68,False,38.73,196.99,0.65,,False,0
N44TW   ,1733862309.0,1733862309,-118.4201,33.7477,243.84,False,55.89,158.39,-0.98,,False,0
,1733862299.0,1733862299,-86.5662,39.6285,2971.8,False,134.88,255.65,17.56,,False,0
EJA820  ,1733862227.0,1733862227,-73.624,39.7153,11871.96,False,194.45,222.43,-9.75,,False,0
EDV4941 ,1733862312.0,1733862312,-80.814,44.0407,8823.96,False,184.75,293.64,7.15,,False,0
QUE10   ,1733862120.0,1733862120,-72.4032,46.8788,7620.0,False,220.44,315.19,-0.33,,False,0
N655BB  ,1733862246.0,1733862246,-111.9914,40.6071,1272.54,False,53.0,178.89,7.48,,False,0
,1733862305.0,1733862305,29.1118,41.822,5059.68,False,154.63,105.24,-2.6,,False,0
SKW6427 ,1733862273.0,1733862273,-105.5042,39.5917,6530.34,False,190.09,246.56,7.48,,False,0
AAL1368 ,1733862178.0,1733862178,-116.4058,43.5386,1958.34,False,112.98,295.63,-0.33,,False,0
N154WP  ,1733862289.0,1733862289,-121.8874,37.2913,647.7,False,78.22,135.8,0.0,,False,0
N604BP  ,1733862313.0,1733862313,-120.7871,38.1731,5669.28,False,189.11,122.22,10.4,,False,0
MXY714  ,1733862269.0,1733862288,-72.6613,40.4827,10972.8,False,183.46,222.95,0.0,,False,0
