callsign,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,geo_altitude,position_source,extra_col_0
N786SA  ,1733862059.0,1733862059,-122.1428,47.1896,731.52,False,49.05,105.2,2.6,,False,0
DAL2669 ,1733862119.0,1733862191,-93.6625,43.1407,10058.4,False,250.2,29.57,0.0,,False,0
N4MX    ,1733862034.0,1733862310,-117.6245,33.7967,1821.18,False,122.77,249.13,-8.13,,False,0
N154DS  ,1733862029.0,1733862029,-83.4769,42.78,1097.28,False,69.12,98.13,0.0,,False,0
DAL1150 ,1733862296.0,1733862296,-81.7227,28.9187,2918.46,False,151.25,127.26,-5.2,,False,0
N924LP  ,1733862312.0,1733862312,-84.202,39.4807,1036.32,False,40.3,165.96,5.2,,False,0
VIR300  ,1733862313.0,1733862313,6.4179,50.5136,10668.0,False,217.08,105.81,0.0,,False,0
NBT06B  ,1733862312.0,1733862312,-10.314,53.9421,10965.18,False,262.25,273.15,0.0,,False,0
BXX10   ,1733862295.0,1733862295,-105.7343,44.4342,11582.4,False,257.7,205.8,0.0,,False,0
ZKBAZ   ,1733862237.0,1733862237,176.0567,-38.4783,1074.42,False,79.65,354.07,0.0,,False,0
SWA3938 ,1733862286.0,1733862286,-83.9298,36.4087,11277.6,False,296.12,81.31,0.0,,False,0
N910TR  ,1733862310.0,1733862310,-93.6664,41.4381,6995.16,False,191.89,132.5,1.63,,False,0
N96FJ   ,1733862075.0,1733862075,-116.2386,33.6631,3825.24,False,75.14,91.57,0.33,,False,0
N650PP  ,1733862312.0,1733862312,-76.6414,36.1839,12184.38,False,203.15,200.45,0.33,,False,0
QXE2308 ,1733862312.0,1733862312,-121.7238,39.1043,4221.48,False,202.43,338.06,6.83,,False,0
N963R   ,1733862313.0,1733862313,-0.9775,52.5167,6667.5,False,222.73,326.49,7.15,,False,0
DAL1109 ,1733862058.0,1733862088,-89.8988,34.053,9753.6,False,196.39,283.64,0.0,,False,0
QTR8254 ,1733862312.0,1733862312,10.3739,47.3907,11277.6,False,235.88,106.34,0.0,,False,0
,1733862034.0,1733862034,-89.3703,37.2473,10972.8,False,169.41,282.09,0.0,,False,0
JSX175  ,1733862312.0,1733862312,-121.6369,36.8238,8557.26,False,210.32,138.67,9.75,,False,0
ASA1085 ,1733862312.0,1733862312,-122.4562,47.6173,2606.04,False,141.63,267.29,-0.33,,False,0
N650SF  ,1733862286.0,1733862287,-86.5693,33.8974,11269.98,False,291.04,71.34,0.65,,False,0
N555HM  ,1733862304.0,1733862310,-118.3125,34.8105,8839.2,False,216.91,72.9,0.65,,False,0
EDV5200 ,1733862313.0,1733862313,-77.4818,35.4898,10363.2,False,197.72,218.45,0.0,,False,0
N331CH  ,1733862288.0,1733862292,-105.1043,40.2499,2491.74,False,43.92,108.43,-2.28,,False,0
,1733862038.0,1733862038,-85.8829,39.5303,1104.9,False,53.11,171.09,0.33,,False,0
GTI3646 ,1733862271.0,1733862271,-96.7248,33.4509,2849.88,False,132.74,270.67,-6.83,,False,0
,1733862292.0,1733862305,-81.5627,36.0899,6705.6,False,123.14,291.31,-0.65,,False,0
N525DH  ,1733862310.0,1733862310,-93.4684,31.856,6096.0,False,135.6,221.31,0.0,,False,0
EJA507  ,1733862058.0,1733862088,-89.9647,32.8244,11887.2,False,281.37,61.14,0.0,,False,0
DAL1166 ,1733862312.0,1733862312,-86.4472,38.3857,10660.38,False,300.97,46.73,0.0,,False,0
SWA1528 ,1733862305.0,1733862305,-90.7401,39.1416,10668.0,False,294.33,30.69,0.0,,False,0
EZS46MG ,1733862312.0,1733862312,5.7946,43.1574,11582.4,False,233.67,17.16,0.0,,False,0
,1733862309.0,1733862309,-94.3064,31.7984,9144.0,False,192.77,286.11,-0.33,,False,0
CXI2022 ,1733862310.0,1733862312,9.4781,52.0151,10424.16,False,218.05,7.73,-10.4,,False,0
,1733862143.0,1733862143,-120.2803,45.9234,10668.0,False,246.42,120.9,0.0,,False,0
KMI804  ,1733862309.0,1733862309,103.9786,1.3516,60.96,False,71.94,22.71,-3.25,,False,0
,1733862293.0,1733862295,-84.1571,27.8495,9448.8,False,246.63,87.61,-1.3,,False,0
KMI801  ,1733862310.0,1733862310,103.5006,3.2112,10340.34,False,231.61,335.6,0.33,,False,0
QXE2202 ,1733862312.0,1733862312,-122.7455,44.1191,8503.92,False,221.9,351.87,-10.4,,False,0
,1733862307.0,1733862307,-97.7809,35.675,1287.78,False,63.52,294.9,-0.65,,False,0
MDK02   ,1733862064.0,1733862064,172.9633,-43.2673,3916.68,False,126.98,223.85,-6.18,,False,0
N746AR  ,1733862312.0,1733862313,-79.2539,35.8224,5052.06,False,182.69,268.55,12.03,,False,0
AAL331  ,1733862313.0,1733862313,-108.8602,38.8256,10972.8,False,237.35,241.38,0.0,,False,0
EZS63AH ,1733862313.0,1733862313,5.997,43.7126,10972.8,False,234.59,18.28,0.0,,False,0
EZS84GY ,1733862313.0,1733862313,5.16,46.6821,7010.4,False,204.26,127.74,0.0,,False,0
AAL470  ,1733862296.0,1733862313,-86.8196,41.8248,3589.02,False,187.26,344.05,-7.15,,False,0
JES3141 ,1733862307.0,1733862307,-58.6215,-33.0755,8496.3,False,177.83,185.64,-10.4,,False,0
DAL2848 ,1733862231.0,1733862231,-84.6386,33.6782,2118.36,False,126.33,282.23,14.63,,False,0
SWA1963 ,1733862303.0,1733862312,-87.3943,33.9973,12496.8,False,219.6,149.29,0.0,,False,0
SWA9004 ,1733862058.0,1733862310,-91.4396,34.705,11887.2,False,273.13,104.51,0.0,,False,0
EZS63FB ,1733862269.0,1733862269,7.908,45.8141,8260.08,False,211.08,267.77,-10.08,,False,0
SWT3789 ,1733862312.0,1733862312,19.1887,57.8727,10972.8,False,225.35,233.91,0.0,,False,0
IBB8AQ  ,1733862308.0,1733862311,-10.1088,35.8753,11277.6,False,223.68,217.05,0.33,,False,0
EZS56EC ,1733862225.0,1733862225,2.0809,44.0478,10988.04,False,232.95,53.71,0.0,,False,0
EZS28PY ,1733862303.0,1733862303,6.0878,45.9882,3093.72,False,158.84,261.06,-16.26,,False,0
IBB19UF ,1733862312.0,1733862313,-9.0278,37.8839,11887.2,False,220.49,226.13,0.33,,False,0
ASA442  ,1733862031.0,1733862031,-98.8962,45.5776,10058.4,False,252.29,104.4,0.33,,False,0
AAL436  ,1733862243.0,1733862243,-81.0667,35.1959,2758.44,False,130.56,355.48,-7.15,,False,0
EZS45UG ,1733862266.0,1733862303,7.6586,45.53,7322.82,False,199.06,304.47,-4.88,,False,0
UAL143  ,1733862178.0,1733862178,-116.7609,43.7816,10972.8,False,224.71,298.74,0.0,,False,0
EZS45VR ,1733862277.0,1733862278,2.0623,41.2948,-53.34,True,8.23,244.69,,,False,0
DAL869  ,1733862221.0,1733862310,-86.8164,36.7945,10972.8,False,162.34,245.87,-0.33,,False,0
N514RT  ,1733862312.0,1733862313,-121.9989,37.9554,2773.68,False,90.55,119.62,0.0,,False,0
SWA990  ,1733862289.0,1733862292,-104.3424,39.0797,8374.38,False,144.03,242.79,3.25,,False,0
EZS24YT ,1733862030.0,1733862125,3.5106,40.4357,10957.56,False,241.56,33.62,-0.33,,False,0
BAW8CF  ,1733862312.0,1733862312,9.4586,43.8436,11590.02,False,228.52,323.05,0.0,,False,0
UZB605  ,1733862311.0,1733862311,37.4091,55.2156,1729.74,False,106.52,1.38,-2.93,,False,0
WJA230  ,1733862120.0,1733862120,-73.9079,47.1747,11277.6,False,274.34,96.35,0.0,,False,0
LXJ590  ,1733862307.0,1733862309,-76.1842,42.6763,13716.0,False,287.47,86.92,0.0,,False,0
BAW8LV  ,1733862311.0,1733862311,17.2186,52.4197,11879.58,False,193.44,90.61,0.0,,False,0
BAW972  ,1733862313.0,1733862313,-0.1321,51.7099,2095.5,False,131.35,49.45,10.08,,False,0
BAW33A  ,1733862313.0,1733862313,8.6132,49.186,11597.64,False,253.59,304.75,0.0,,False,0
IBE07YW ,1733862312.0,1733862312,6.1537,46.0655,10965.18,False,230.28,45.63,0.0,,False,0
NKS318  ,1733862183.0,1733862183,-81.1986,31.6889,8839.2,False,254.53,25.11,0.0,,False,0
MVJ93   ,1733862313.0,1733862313,-76.6443,41.3688,6096.0,False,196.03,117.17,0.0,,False,0
N422RJ  ,1733862248.0,1733862274,-85.1288,35.5231,2468.88,False,73.41,295.31,0.0,,False,0
AAL168  ,1733862313.0,1733862313,-74.1443,41.5247,6774.18,False,205.65,155.94,-8.78,,False,0
DAH1013 ,1733862305.0,1733862305,2.8139,44.4016,11285.22,False,237.18,176.14,-0.33,,False,0
ATN3429 ,1733862240.0,1733862288,-83.7889,37.7927,9448.8,False,263.71,108.19,0.33,,False,0
CBZ     ,1733862313.0,1733862313,138.4898,-35.0956,2804.16,False,98.77,90.3,6.18,,False,0
TAM3935 ,1733862185.0,1733862185,-46.6789,-23.5942,990.6,False,66.37,147.67,-3.58,,False,0
BYD091  ,1733862061.0,1733862061,47.7997,30.5509,11887.2,False,255.7,137.94,0.33,,False,0
EZY58NA ,1733862312.0,1733862312,25.3825,37.4171,10965.18,False,203.04,325.95,0.0,,False,0
SWR193B ,1733862312.0,1733862312,7.7756,47.0466,4366.26,False,177.32,51.83,-7.8,,False,0
VEZ     ,1733862312.0,1733862312,151.2602,-33.8035,4518.66,False,149.15,24.89,0.0,,False,0
DAL1668 ,1733862254.0,1733862254,-121.9901,46.6866,9166.86,False,228.5,178.45,8.45,,False,0
VOE1KK  ,1733862303.0,1733862303,2.0274,44.49,9753.6,False,234.97,310.56,0.0,,False,0
CBY     ,1733862228.0,1733862228,152.8719,-31.4213,121.92,False,27.27,215.79,-4.23,,False,0
N177JB  ,1733862313.0,1733862313,-86.9276,41.7635,10066.02,False,284.51,89.27,-0.33,,False,0
DAL838  ,1733862295.0,1733862295,-81.6404,26.7877,6263.64,False,218.96,130.43,-4.88,,False,0
EZY62RH ,1733862312.0,1733862312,-10.838,37.8715,11582.4,False,233.69,7.84,0.0,,False,0
BTI15L  ,1733862168.0,1733862303,11.7014,60.2611,4297.68,False,199.97,101.43,10.73,,False,0
KEN75   ,1733862309.0,1733862309,-116.1764,44.3517,5791.2,False,119.49,305.54,0.0,,False,0
SIA262  ,1733862287.0,1733862287,150.4135,-33.6506,8679.18,False,231.19,306.77,10.08,,False,0
EZY62CD ,1733862313.0,1733862313,-0.8006,51.7982,1600.2,False,92.09,68.02,-4.88,,False,0
TOM235  ,1733862312.0,1733862312,-9.6338,39.4321,11582.4,False,232.81,17.75,0.0,,False,0
AAL2423 ,1733862289.0,1733862312,-121.9124,36.8071,4671.06,False,139.92,342.23,-2.6,,False,0
SLI2066 ,1733862137.0,1733862137,-98.8734,20.0853,6576.06,False,214.47,353.25,10.08,,False,0
IGO1237 ,1733862061.0,1733862061,49.1505,28.0517,8610.6,False,190.44,319.38,-12.03,,False,0
DLH470  ,1733862138.0,1733862138,-76.0348,47.1969,11582.4,False,205.37,212.42,0.0,,False,0
AJT8213 ,1733862132.0,1733862132,-69.9267,18.8587,2026.92,False,137.49,144.29,-4.55,,False,0
SKW6396 ,1733862228.0,1733862229,-113.1632,33.3249,9144.0,False,188.02,311.67,0.0,,False,0
VOZ629  ,1733862313.0,1733862313,150.1092,-34.1756,3947.16,False,120.29,34.37,0.0,,False,0
N422RX  ,1733862059.0,1733862059,-122.0299,47.6998,289.56,False,49.52,147.3,0.0,,False,0
ANZ163L ,1733862237.0,1733862237,176.7979,-38.1967,6096.0,False,152.99,124.87,0.0,,False,0
EZY341A ,1733862311.0,1733862312,-4.7103,54.1725,5707.38,False,174.71,310.82,-14.63,,False,0
IBE0690 ,1733862205.0,1733862225,4.8277,42.8377,11864.34,False,216.57,248.25,0.33,,False,0
AAL1495 ,1733862313.0,1733862313,-80.1567,36.1533,6263.64,False,169.51,213.74,-10.08,,False,0
CNS2000 ,1733862231.0,1733862231,-84.2049,33.465,731.52,False,67.22,234.97,-0.65,,False,0
,1733862109.0,1733862116,85.7565,21.882,9753.6,False,236.99,311.13,0.0,,False,0
,1733862288.0,1733862288,-97.1106,32.2866,10668.0,False,239.13,146.14,0.0,,False,0
EZY38ND ,1733862129.0,1733862129,-3.9042,37.416,9052.56,False,224.94,16.61,7.15,,False,0
SKW4160 ,1733862216.0,1733862220,-84.2066,37.635,11277.6,False,196.51,171.72,0.33,,False,0
UZB202  ,1733862313.0,1733862313,14.0595,53.0037,9448.8,False,198.23,73.26,0.0,,False,0
RPA4337 ,1733862077.0,1733862079,-84.6472,38.9699,662.94,False,68.42,0.0,-3.58,,False,0
,1733862064.0,1733862064,-114.2262,50.003,10972.8,False,201.85,267.52,0.33,,False,0
FIN50F  ,1733862312.0,1733862312,8.9369,51.9795,11590.02,False,257.6,226.13,1.95,,False,0
N277VC  ,1733862068.0,1733862070,-82.2193,38.2235,12192.0,False,121.4,250.18,0.0,,False,0
EDV4873 ,1733862254.0,1733862276,-83.8538,37.7293,8054.34,False,172.96,252.7,-5.2,,False,0
N977JM  ,1733862303.0,1733862308,-82.1225,28.429,7924.8,False,174.92,270.67,0.0,,False,0
N829BW  ,1733862313.0,1733862313,-71.4448,41.6403,952.5,False,55.8,112.78,-2.93,,False,0
ANZ527M ,1733862133.0,1733862133,175.0359,-41.2876,2910.84,False,89.99,210.96,-4.55,,False,0
BNL304  ,1733862312.0,1733862312,27.8019,35.0648,10363.2,False,182.12,259.42,0.0,,False,0
MNS503  ,1733862205.0,1733862212,27.706,34.8871,10363.2,False,173.62,263.02,0.0,,False,0
SIA227  ,1733862312.0,1733862312,140.6237,-35.6521,11277.6,False,233.33,113.8,0.0,,False,0
FIN65M  ,1733862313.0,1733862313,24.3795,58.1327,11277.6,False,202.41,10.4,0.0,,False,0
DLH7K   ,1733862309.0,1733862309,-75.8199,40.4689,6225.54,False,161.5,240.41,-4.88,,False,0
JBU997  ,1733862075.0,1733862286,-115.767,33.6171,7924.8,False,179.24,235.17,-8.78,,False,0
JBU1107 ,1733862117.0,1733862147,-0.9747,51.4965,906.78,False,73.05,89.6,-3.9,,False,0
ABP941  ,1733862312.0,1733862312,25.4771,38.424,14325.6,False,239.5,333.05,0.0,,False,0
FIN1YB  ,1733862312.0,1733862312,24.7081,60.0989,4724.4,False,158.81,65.1,-9.75,,False,0
EZY37PJ ,1733862310.0,1733862311,7.367,45.8363,9372.6,False,221.99,313.31,9.43,,False,0
N844GF  ,1733862313.0,1733862313,-75.79,41.3012,5722.62,False,223.68,110.6,-5.53,,False,0
N881Q   ,1733862312.0,1733862312,-83.3797,37.5082,12496.8,False,295.78,56.06,0.0,,False,0
ANA126  ,1733862312.0,1733862312,-121.6053,36.5469,11887.2,False,276.23,125.53,0.0,,False,0
N307AV  ,1733862310.0,1733862310,-88.7104,44.3431,876.3,False,49.94,114.98,0.33,,False,0
RPA5653 ,1733862313.0,1733862313,-71.8626,42.2008,7848.6,False,164.88,266.78,5.85,,False,0
EZS85ZC ,1733862313.0,1733862313,0.0313,50.9555,3642.36,False,148.91,163.13,11.38,,False,0
N66YT   ,1733862068.0,1733862104,-86.967,37.068,12192.0,False,130.71,222.61,-0.65,,False,0
ROT364Q ,1733862311.0,1733862312,11.0473,50.1133,11887.2,False,207.11,117.84,0.0,,False,0
PDT5741 ,1733862269.0,1733862269,-71.9282,42.8313,2583.18,False,148.63,94.57,-5.2,,False,0
ERU897  ,1733862276.0,1733862276,-81.1281,29.3427,579.12,False,42.42,157.17,-0.33,,False,0
KOW201  ,1733862274.0,1733862306,-83.1978,41.9058,12207.24,False,199.97,249.05,0.0,,False,0
VLG175T ,1733862129.0,1733862129,-2.3306,38.1724,9898.38,False,241.09,42.23,4.55,,False,0
ROT374G ,1733862220.0,1733862297,17.5366,47.3283,11277.6,False,235.06,114.43,0.0,,False,0
HLF8878 ,1733862313.0,1733862313,5.3581,50.4857,6941.82,False,208.19,131.09,12.03,,False,0
BAW26BN ,1733862312.0,1733862312,3.6018,50.8752,3093.72,False,170.51,115.56,-7.15,,False,0
TAY7SR  ,1733862293.0,1733862293,17.0237,47.4331,10363.2,False,212.88,284.84,0.0,,False,0
IAW7105 ,1733862061.0,1733862061,47.5026,30.6254,1645.92,False,132.27,289.07,15.28,,False,0
,1733862247.0,1733862274,-82.1411,40.164,9677.4,False,245.29,128.53,-5.53,,False,0
N13P    ,1733862313.0,1733862313,-77.2634,41.1696,8839.2,False,188.54,58.96,0.0,,False,0
DAL786  ,1733862305.0,1733862305,-83.1738,35.5743,10469.88,False,193.7,200.36,-4.88,,False,0
SHT7X   ,1733862313.0,1733862313,-4.1714,55.151,7391.4,False,209.2,156.52,9.43,,False,0
DAL981  ,1733862231.0,1733862231,-84.4684,33.6352,800.1,False,91.64,267.75,8.78,,False,0
,1733862059.0,1733862059,-122.6609,47.3587,1066.8,False,70.75,354.99,3.9,,False,0
,1733862108.0,1733862108,85.004,24.7046,10972.8,False,229.43,303.94,-0.33,,False,0
EJU42ER ,1733862307.0,1733862307,1.2587,48.0761,10675.62,False,254.35,232.64,0.0,,False,0
,1733862294.0,1733862309,12.066,40.1565,11887.2,False,236.15,147.0,0.0,,False,0
PGT520  ,1733862289.0,1733862289,30.1383,40.6251,5654.04,False,222.78,89.07,6.83,,False,0
UAL2238 ,1733862187.0,1733862313,-86.7198,42.1254,6926.58,False,272.4,87.51,5.85,,False,0
DLH57X  ,1733862312.0,1733862312,2.8738,49.172,9288.78,False,250.99,229.32,-0.33,,False,0
ACA145  ,1733862308.0,1733862308,-81.3285,45.3303,8488.68,False,221.18,315.38,4.88,,False,0
DLH1XC  ,1733862312.0,1733862312,9.2028,50.0632,4465.32,False,177.02,88.67,12.03,,False,0
DAL429  ,1733862313.0,1733862313,-73.8385,40.7709,4671.06,False,173.71,129.11,-9.43,,False,0
TAM3204 ,1733862310.0,1733862310,-46.686,-23.6455,4008.12,False,139.23,238.6,7.48,,False,0
EZY53MR ,1733862313.0,1733862313,12.0584,50.1897,9265.92,False,254.14,269.54,6.5,,False,0
N215EL  ,1733862294.0,1733862294,-81.9545,27.6813,1889.76,False,37.75,199.92,1.63,,False,0
VLG31FX ,1733862312.0,1733862312,-6.001,37.5049,10668.0,False,212.62,251.52,0.0,,False,0
N88MP   ,1733862312.0,1733862312,-123.1019,43.5417,12496.8,False,214.58,178.63,0.0,,False,0
FIN7WK  ,1733862311.0,1733862311,19.1397,59.3805,11277.6,False,235.11,53.63,0.0,,False,0
,1733862062.0,1733862064,-112.4198,53.617,9144.0,False,213.57,290.44,0.0,,False,0
DAL854  ,1733862241.0,1733862241,-92.9407,44.771,1203.96,False,86.55,301.14,0.33,,False,0
RPA3540 ,1733862312.0,1733862312,-87.0171,42.1364,6050.28,False,220.37,83.97,5.85,,False,0
FIN24K  ,1733862092.0,1733862200,24.8908,65.7584,12192.0,False,198.59,0.74,-16.58,,False,0
SLI2027 ,1733862191.0,1733862191,-99.2272,19.3896,2933.7,False,122.71,146.98,-5.85,,False,0
ACA115  ,1733862306.0,1733862306,-79.6005,43.6768,266.7,False,91.01,47.29,14.31,,False,0
SWA1625 ,1733862271.0,1733862273,-86.5105,39.3571,11887.2,False,295.71,75.7,0.0,,False,0
SWA978  ,1733862095.0,1733862167,-88.3424,42.6842,3139.44,False,140.16,79.64,-9.75,,False,0
FIN7PJ  ,1733862312.0,1733862312,24.8039,62.0315,12161.52,False,228.52,168.31,-11.38,,False,0
UAL2366 ,1733862070.0,1733862272,-82.9331,37.8154,10668.0,False,304.76,59.8,0.0,,False,0
FIN2L   ,1733862313.0,1733862313,11.8109,53.8591,11582.4,False,250.84,230.83,-0.33,,False,0
BTI7782 ,1733862312.0,1733862313,23.8708,56.7125,11277.6,False,217.14,10.51,0.0,,False,0
VLG23K  ,1733862170.0,1733862170,-3.2119,40.2817,1981.2,False,133.76,269.78,-0.98,,False,0
SWR825M ,1733862297.0,1733862297,8.5933,47.3923,769.62,False,75.96,335.17,-4.55,,False,0
LXJ373  ,1733862246.0,1733862246,-112.5524,40.7736,13716.0,False,177.04,1.67,0.0,,False,0
EJA870  ,1733862198.0,1733862295,-81.0117,28.9699,12192.0,False,244.68,161.87,0.0,,False,0
BBC343  ,1733862060.0,1733862061,48.8098,28.4571,4983.48,False,174.08,329.65,-11.05,,False,0
ACA2347 ,1733862310.0,1733862310,-79.3696,43.3405,3604.26,False,162.69,342.14,-4.23,,False,0
ACA1074 ,1733862288.0,1733862289,-103.9717,39.7699,5044.44,False,188.94,92.18,10.08,,False,0
BBC387  ,1733862281.0,1733862281,99.541,11.4054,10972.8,False,245.12,351.31,-0.65,,False,0
N610GD  ,1733862312.0,1733862313,-77.3405,37.4781,12496.8,False,204.3,5.93,0.0,,False,0
TSC651  ,1733862313.0,1733862313,-75.9314,43.3258,10683.24,False,278.41,57.22,0.0,,False,0
VND1427 ,1733862312.0,1733862312,7.9357,48.9232,13106.4,False,244.88,311.59,0.33,,False,0
ASI164  ,1733862228.0,1733862228,-111.7845,33.8056,1554.48,False,53.41,277.19,0.65,,False,0
FPO5UD  ,1733862304.0,1733862312,13.506,48.592,10972.8,False,249.44,289.52,0.33,,False,0
,1733862053.0,1733862053,12.6931,45.3691,3756.66,False,198.13,246.43,-14.63,,False,0
RPA3428 ,1733862274.0,1733862274,-80.595,39.6475,8183.88,False,258.3,98.94,-7.8,,False,0
N620BB  ,1733862307.0,1733862307,-75.7871,42.0689,11277.6,False,243.36,90.85,0.0,,False,0
SYB016  ,1733862306.0,1733862310,-79.5304,43.5833,2369.82,False,112.74,295.98,-7.48,,False,0
CGMOP   ,1733862306.0,1733862306,-80.2035,43.553,952.5,False,59.83,191.41,-0.65,,False,0
N81916  ,1733862311.0,1733862312,-117.2025,33.3371,2514.6,False,46.82,359.37,1.63,,False,0
EJU78LF ,1733862312.0,1733862313,12.6452,42.5615,11132.82,False,240.66,126.92,-4.55,,False,0
BBC339  ,1733862108.0,1733862109,87.8675,23.037,9144.0,False,226.64,272.86,0.0,,False,0
UPS5796 ,1733862310.0,1733862310,-88.653,35.7576,9745.98,False,173.79,235.98,-0.98,,False,0
,1733862313.0,1733862313,-120.8168,38.646,5699.76,False,206.82,90.71,12.03,,False,0
SWA1034 ,1733862302.0,1733862303,-82.9019,27.912,2346.96,False,140.78,156.53,-5.2,,False,0
,1733862229.0,1733862229,-112.2026,32.9368,1836.42,False,43.73,306.87,0.0,,False,0
ACA162  ,1733862306.0,1733862306,-79.9329,43.5402,1127.76,False,99.79,129.35,-4.55,,False,0
MAX230  ,1733862117.0,1733862117,-72.037,46.0353,746.76,False,81.85,44.75,-3.58,,False,0
DAL669  ,1733862092.0,1733862092,-122.3199,37.5981,76.2,False,75.62,300.23,-3.9,,False,0
EJU15QN ,1733862145.0,1733862145,-2.9827,40.7756,10980.42,False,239.47,71.72,0.0,,False,0
EDV5012 ,1733862313.0,1733862313,-76.051,39.9645,9753.6,False,178.54,246.39,0.0,,False,0
BOE38F  ,1733862169.0,1733862169,-122.6956,46.1461,6995.16,False,246.37,350.26,-13.98,,False,0
,1733862307.0,1733862307,-76.3816,42.2802,2499.36,False,134.5,280.58,-8.78,,False,0
EJA352  ,1733862032.0,1733862122,-97.4366,30.0779,1455.42,False,127.37,263.51,-9.43,,False,0
VIR26Q  ,1733862117.0,1733862147,-0.8572,51.463,411.48,False,71.0,89.58,-3.25,,False,0
N9201Z  ,1733862296.0,1733862296,-81.9582,28.0756,662.94,False,50.73,22.66,1.3,,False,0
EDV4931 ,1733862312.0,1733862312,-74.717,40.4808,3009.9,False,147.12,111.54,0.0,,False,0
N715ME  ,1733862312.0,1733862312,-87.6084,43.004,12496.8,False,236.22,103.22,-0.33,,False,0
SWA482  ,1733862311.0,1733862311,-87.8368,41.9658,464.82,False,63.79,270.0,-2.93,,False,0
TSC123  ,1733862306.0,1733862307,-77.8982,44.8824,10370.82,False,167.87,234.61,0.0,,False,0
,1733862229.0,1733862229,-111.3412,32.2751,5783.58,False,83.11,301.33,3.58,,False,0
DLH7MR  ,1733862313.0,1733862313,10.6058,49.9901,10850.88,False,234.0,328.3,4.88,,False,0
ACA141  ,1733862249.0,1733862249,-105.058,52.1721,9144.0,False,207.88,271.13,0.33,,False,0
N577PS  ,1733862070.0,1733862070,-84.6196,37.5878,9349.74,False,191.64,161.86,-7.48,,False,0
CFRKI   ,1733862312.0,1733862312,-68.3495,44.3373,10972.8,False,193.05,235.97,0.0,,False,0
ASA8    ,1733862247.0,1733862274,-80.4476,39.9106,9448.8,False,236.79,142.06,-0.33,,False,0
ERU826  ,1733862199.0,1733862199,-81.0598,29.1983,45.72,False,27.7,158.2,-2.28,,False,0
UAL2140 ,1733862309.0,1733862312,-97.9518,30.8782,10058.4,False,292.76,96.86,0.0,,False,0
N224ND  ,1733862312.0,1733862312,-122.1382,38.1861,960.12,False,42.03,111.54,2.93,,False,0
,1733862307.0,1733862311,-99.3748,34.4279,11285.22,False,268.52,125.49,-0.33,,False,0
ENY3347 ,1733862128.0,1733862171,-81.2264,32.1822,10058.4,False,237.87,2.35,-0.33,,False,0
UAL534  ,1733862311.0,1733862311,-87.8484,41.9883,411.48,False,66.36,270.0,-3.58,,False,0
N723AJ  ,1733862246.0,1733862246,-111.9102,40.3696,2164.08,False,54.01,220.36,0.33,,False,0
NSZ5708 ,1733862311.0,1733862311,-8.8253,49.817,10668.0,False,209.24,20.89,0.0,,False,0
CFYLD   ,1733862312.0,1733862312,-80.7795,43.6394,11163.3,False,158.29,309.33,4.23,,False,0
ATN3597 ,1733862291.0,1733862311,-84.7312,37.8812,11193.78,False,205.32,160.84,5.85,,False,0
KLM1155 ,1733862312.0,1733862313,5.7178,53.3653,10165.08,False,198.17,15.05,3.9,,False,0
ANA212  ,1733862313.0,1733862313,8.3809,50.2506,9448.8,False,214.85,97.57,0.33,,False,0
RPA4382 ,1733862310.0,1733862310,-74.9904,42.3755,8374.38,False,218.57,116.26,-9.75,,False,0
JBU434  ,1733862312.0,1733862312,-71.8652,42.5924,4739.64,False,213.97,99.69,-11.7,,False,0
TVF3435 ,1733862057.0,1733862057,2.0331,48.619,1333.5,False,83.55,61.7,-5.2,,False,0
AKN036  ,1733862148.0,1733862148,-122.9506,49.1892,777.24,False,116.48,198.27,-10.08,,False,0
FTH70   ,1733862289.0,1733862292,-105.4527,40.3738,12496.8,False,165.73,77.09,4.88,,False,0
,1733862229.0,1733862229,-112.4844,34.696,11277.6,False,267.68,82.6,0.0,,False,0
JIA9663 ,1733862313.0,1733862313,-78.7853,37.7632,9753.6,False,200.49,214.55,-0.33,,False,0
,1733862052.0,1733862052,-78.8726,39.3727,13106.4,False,152.06,246.47,0.0,,False,0
SKW4261 ,1733862312.0,1733862312,-93.0314,44.8103,1158.24,False,80.22,302.16,-4.55,,False,0
SWA2436 ,1733862310.0,1733862310,-118.8634,34.9117,8625.84,False,221.42,330.34,10.08,,False,0
THY58   ,1733862116.0,1733862116,91.938,20.4558,11277.6,False,249.0,124.48,0.0,,False,0
N314TP  ,1733862313.0,1733862313,-108.0739,38.8023,13106.4,False,239.74,237.26,0.33,,False,0
,1733862296.0,1733862296,-80.9035,28.5561,891.54,False,54.85,20.3,1.63,,False,0
QTR98H  ,1733862312.0,1733862312,3.3147,50.9368,10668.0,False,212.79,108.61,0.0,,False,0
N98NX   ,1733862117.0,1733862117,-94.8568,36.543,2979.42,False,113.45,276.77,0.0,,False,0
,1733862254.0,1733862286,-95.8877,32.6927,1920.24,False,51.41,193.9,-0.33,,False,0
SWA2807 ,1733862289.0,1733862291,-105.1887,39.6957,6431.28,False,184.21,247.16,18.53,,False,0
SVA112  ,1733862305.0,1733862306,3.5837,45.7656,10668.0,False,251.99,146.83,0.0,,False,0
CGTSX   ,1733862064.0,1733862064,-115.8441,51.7028,12192.0,False,183.59,243.36,-0.33,,False,0
